ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
1636,,Pharmacist registered with the General Pharmaceutical Council.,2021-05-21,2023-12-17,,Miscellaneous,Taiwo Owatemi,4779,24/04/2021,,,Pharmacist registered with the General Pharmaceutical Council.,Other,https://interests-api.parliament.uk/api/v1/Interests/1636
1667,,"A Trustee of a local charity, Phillipstown Residents and Community Association.",2023-03-09,2023-12-17,,Miscellaneous,Gerald Jones,4501,11/05/2018,,,"A Trustee of a local charity, Phillipstown Residents and Community Association.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1667
1690,,"Trustee (unpaid) of the Human Trafficking Foundation, a non-profit organisation which works to help victims of human trafficking and modern slavery. I consulted ACOBA about this role.",2020-11-05,2023-12-17,2021-03-04,Miscellaneous,Dame Karen Bradley,4110,01/11/2020,,,"Trustee (unpaid) of the Human Trafficking Foundation, a non-profit organisation which works to help victims of human trafficking and modern slavery. I consulted ACOBA about this role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1690
1730,,"Unpaid Director of Richard Burgon Campaigns Ltd, a company established for my campaign to be Labour’s Deputy Leader and which continues to help deliver my campaigns work.",2023-03-24,2023-12-17,,Miscellaneous,Richard Burgon,4493,16/04/2020,,,"Unpaid Director of Richard Burgon Campaigns Ltd, a company established for my campaign to be Labour’s Deputy Leader and which continues to help deliver my campaigns work.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1730
1747,,Unremunerated Director of the Council for Arab-British Understanding.,2017-10-12,2023-12-17,,Miscellaneous,Mr Alistair Carmichael,1442,22/09/2017,,,Unremunerated Director of the Council for Arab-British Understanding.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1747
1832,,I am a member of the Rail Action Group East of Scotland (RAGES).,2017-06-26,2023-12-17,,Miscellaneous,John Lamont,4608,,,,I am a member of the Rail Action Group East of Scotland (RAGES).,Other,https://interests-api.parliament.uk/api/v1/Interests/1832
1850,,Vice President of the Local Government Association (LGA). This is an unpaid role.,2022-07-25,2023-12-17,,Miscellaneous,Paulette Hamilton,4938,28/06/2022,,,Vice President of the Local Government Association (LGA). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1850
1866,,"Equality, Diversity and Inclusion Trustee for Swansea City AFC Foundation. This is an unpaid role.",2022-09-26,2023-12-17,,Miscellaneous,Carolyn Harris,4480,26/08/2022,,,"Equality, Diversity and Inclusion Trustee for Swansea City AFC Foundation. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1866
2052,,A trustee of the Good Chance Theatre Company. This is an unpaid role.,2019-03-21,2023-12-17,,Miscellaneous,Tulip Siddiq,4518,27/02/2019,,,A trustee of the Good Chance Theatre Company. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2052
2119,,"Trustee, East Thirteen Christian Trust.",2018-05-10,2023-12-17,,Miscellaneous,Sir Stephen Timms,163,,,,"Trustee, East Thirteen Christian Trust.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2119
2121,,"Trustee, Parliamentary Christian Trust.",2018-05-10,2023-12-17,,Miscellaneous,Sir Stephen Timms,163,,,,"Trustee, Parliamentary Christian Trust.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2121
1409,,"Board member of POWERful Women (PfW), a professional initiative to advance gender diversity within the energy sector.",2018-11-01,2023-12-17,,Miscellaneous,Ed Davey,188,14/09/2017,,,"Board member of POWERful Women (PfW), a professional initiative to advance gender diversity within the energy sector.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1409
1416,,"Unremunerated board member, New City Network (London) Ltd; a not-for-profit think tank aiming to develop ideas and research on financial services policy.",2023-04-17,2023-12-17,,Miscellaneous,David Davis,373,,,,"Unremunerated board member, New City Network (London) Ltd; a not-for-profit think tank aiming to develop ideas and research on financial services policy.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1416
1963,,"Chair of the advisory board of the Space Energy Initiative, a non-profit organisation set up within the Satellite Applications Catapult to support those exploring the possibility of space based solar power. This is an unpaid role and involves chairing four meetings a year.",2021-12-14,2023-12-17,,Miscellaneous,Mark Garnier,4074,22/11/2021,,,"Chair of the advisory board of the Space Energy Initiative, a non-profit organisation set up within the Satellite Applications Catapult to support those exploring the possibility of space based solar power. This is an unpaid role and involves chairing four meetings a year.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1963
1449,,A company to which a subsidiary of Pluto Partners LLP provides services became accredited for the Coronavirus Business Interruption Loan Scheme.,2021-05-25,2023-12-17,,Miscellaneous,Chris Philp,4503,22/03/2021,,,A company to which a subsidiary of Pluto Partners LLP provides services became accredited for the Coronavirus Business Interruption Loan Scheme.,Other,https://interests-api.parliament.uk/api/v1/Interests/1449
2014,,An ambassador for Spring Housing Association.,2017-07-05,2023-12-17,2020-12-08,Miscellaneous,Preet Kaur Gill,4603,29/09/2020,,,An ambassador for Spring Housing Association.,Other,https://interests-api.parliament.uk/api/v1/Interests/2014
1974,,Fellow of the Royal College of Veterinary Surgeons.,2020-01-07,2023-12-17,,Miscellaneous,Dr Neil Hudson,4853,,,,Fellow of the Royal College of Veterinary Surgeons.,Other,https://interests-api.parliament.uk/api/v1/Interests/1974
1987,,Portfolio of shares held in a blind trust.,2019-10-29,2023-12-17,,Miscellaneous,Jeremy Hunt,1572,,,,Portfolio of shares held in a blind trust.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/1987
1255,,Member of the King’s Lynn Town Deal Board. This is an unpaid role.,2020-01-30,2023-12-17,,Miscellaneous,James Wild,4787,29/01/2020,,,Member of the King’s Lynn Town Deal Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1255
1256,,"Governor, King Edward VII Academy. This is an unpaid position on the Academy Committee.",2021-11-08,2023-12-17,,Miscellaneous,James Wild,4787,03/11/2021,,,"Governor, King Edward VII Academy. This is an unpaid position on the Academy Committee.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1256
1271,,Board Member of the Centre for Brexit Policy. This is an unpaid role.,2022-02-02,2023-12-17,,Miscellaneous,Sammy Wilson,1593,01/06/2019,,,Board Member of the Centre for Brexit Policy. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1271
1531,,"Director of Walsingham Estate Company Ltd (farming, land and property management, retail and finance). I have not received any payment for this role. It will continue to be unpaid until further notice.",2020-07-06,2023-12-17,2021-11-17,Miscellaneous,Jerome Mayhew,4739,25/06/2020,,,"Director of Walsingham Estate Company Ltd (farming, land and property management, retail and finance). I have not received any payment for this role. It will continue to be unpaid until further notice.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1531
1595,,Trustee of the Royal Observatory Trust. This is an unpaid role.,2023-08-02,2023-12-17,,Miscellaneous,Ian Murray,3966,01/10/2010,,,Trustee of the Royal Observatory Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1595
1620,,Director of the Foundation for Science & Technology.,2016-08-12,2023-12-17,,Miscellaneous,Chi Onwurah,4124,06/07/2016,,,Director of the Foundation for Science & Technology.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1620
1646,,Member of the Town Fund Board for Ashfield. This is an unpaid role.,2020-02-10,2023-12-17,,Miscellaneous,Lee Anderson,4743,21/01/2020,,,Member of the Town Fund Board for Ashfield. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1646
1696,,"A Trustee of the Arise Foundation, a charity which seeks to confront modern slavery and human trafficking through frontline organisations. This is an unpaid role.",2022-04-26,2023-12-17,,Miscellaneous,Dame Karen Bradley,4110,31/03/2022,,,"A Trustee of the Arise Foundation, a charity which seeks to confront modern slavery and human trafficking through frontline organisations. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1696
1700,,Chair of the British Group of the Inter Parliamentary Union. This is an unpaid role.,2023-10-19,2023-12-17,,Miscellaneous,Dame Karen Bradley,4110,30/11/2022,,,Chair of the British Group of the Inter Parliamentary Union. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1700
1856,,A patron of the Every Child Leaving Care Matters organisation.,2016-07-18,2023-12-17,,Miscellaneous,Mrs Emma Lewell-Buck,4277,01/01/2016,,,A patron of the Every Child Leaving Care Matters organisation.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1856
1859,,Deputy Convenor of the Catholic Legislators Network.,2017-07-19,2023-12-17,,Miscellaneous,Mrs Emma Lewell-Buck,4277,12/07/2017,,,Deputy Convenor of the Catholic Legislators Network.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1859
1925,,"Chair of Hounslow’s Promise, a charity set up by local MPs, schools, businesses and community organisations to support the education attainment, social mobility and employability of young people in Hounslow.",2019-07-01,2023-12-17,,Miscellaneous,Seema Malhotra,4253,10/06/2019,,,"Chair of Hounslow’s Promise, a charity set up by local MPs, schools, businesses and community organisations to support the education attainment, social mobility and employability of young people in Hounslow.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1925
1927,,"A trustee of the Dartmouth Street Trust, a grant-making body for policy research in relation to poverty.",2022-03-21,2023-12-17,,Miscellaneous,Seema Malhotra,4253,24/11/2021,,,"A trustee of the Dartmouth Street Trust, a grant-making body for policy research in relation to poverty.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1927
1800,,"Bryn and Cwmavon Events, a charity set up to develop the needs of the community, supported by the local authority and partners to create a stronger, independent community.",2023-10-04,2023-12-17,,Miscellaneous,Stephen Kinnock,4359,01/01/2018,,,"Bryn and Cwmavon Events, a charity set up to develop the needs of the community, supported by the local authority and partners to create a stronger, independent community.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1800
1804,,"Trustee of Only Connect, a charity that works with men and women in prison or recently released, with the aim of helping them live crime-free lives.",2020-01-11,2023-12-17,2020-02-11,Miscellaneous,Danny Kruger,4858,,,,"Trustee of Only Connect, a charity that works with men and women in prison or recently released, with the aim of helping them live crime-free lives.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1804
1399,,"I have been involved in fundraising activities for the Friendship Project, a ringfenced fund managed by the Tandridge Community Fund. This raises money for distribution to groups working to address social isolation in East Surrey. I will be consulted but will not have a final say on how funds are distributed.",2023-02-03,2023-12-17,,Miscellaneous,Claire Coutinho,4806,14/01/2023,,,"I have been involved in fundraising activities for the Friendship Project, a ringfenced fund managed by the Tandridge Community Fund. This raises money for distribution to groups working to address social isolation in East Surrey. I will be consulted but will not have a final say on how funds are distributed.",Other,https://interests-api.parliament.uk/api/v1/Interests/1399
1905,,I was a self-employed GP.,2020-01-09,2023-12-17,2023-10-24,Miscellaneous,Dr Luke Evans,4781,,20/10/2023,,I was a self-employed GP.,Other,https://interests-api.parliament.uk/api/v1/Interests/1905
1942,,"In my capacity as a Norfolk MP, I am a trustee for Aviornis UK – a Rare Birds Breeds Charity. This is an unpaid role.",2023-06-14,2023-12-17,,Miscellaneous,George Freeman,4020,02/04/2023,,,"In my capacity as a Norfolk MP, I am a trustee for Aviornis UK – a Rare Birds Breeds Charity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1942
1647,,"Chairman, currently unpaid, of the advisory board of the Interparliamentary Forum on Emerging Technologies (formerly the Institute of Artificial Intelligence until 1 December 2022), a not for profit organisation working with legislators from across the world on the topic of regulation of artificial intelligence. The Institute of Artificial Intelligence was the trading name of the Office for the Regulation of Artificial Intelligence Limited (dissolved on 13 December 2022).",2019-06-05,2023-12-17,2024-07-10,Miscellaneous,Darren Jones,4621,01/05/2019,09/07/2024,,"Chairman, currently unpaid, of the advisory board of the Interparliamentary Forum on Emerging Technologies (formerly the Institute of Artificial Intelligence until 1 December 2022), a not for profit organisation working with legislators from across the world on the topic of regulation of artificial intelligence. The Institute of Artificial Intelligence was the trading name of the Office for the Regulation of Artificial Intelligence Limited (dissolved on 13 December 2022).",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1647
1495,,"Sole member of Angela Rayner Ltd; a company limited by guarantee, which ran my campaign for Deputy Leadership of the Labour Party.",2020-04-15,2023-12-17,2024-01-17,Miscellaneous,Angela Rayner,4356,03/01/2020,31/01/2023,,"Sole member of Angela Rayner Ltd; a company limited by guarantee, which ran my campaign for Deputy Leadership of the Labour Party.",Other,https://interests-api.parliament.uk/api/v1/Interests/1495
1761,,Unpaid Director of Apsana Begum Ltd.,2023-02-27,2023-12-17,,Miscellaneous,Apsana Begum,4790,10/01/2023,,,Unpaid Director of Apsana Begum Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1761
1537,,Member of Wolverhampton Towns Fund Board. This is an unpaid role.,2020-02-04,2023-12-17,,Miscellaneous,Pat McFadden,1587,24/01/2020,,,Member of Wolverhampton Towns Fund Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1537
1568,,I am a member of the Unite North West Black Asian & Ethnic Minorities Committee.,2020-01-09,2023-12-17,,Miscellaneous,Navendu Mishra,4811,,,,I am a member of the Unite North West Black Asian & Ethnic Minorities Committee.,Other,https://interests-api.parliament.uk/api/v1/Interests/1568
1581,,Vice-President of the Lotteries Council. This is an unpaid role.,2023-03-22,2023-12-17,,Miscellaneous,Wendy Morton,4358,01/03/2023,,,Vice-President of the Lotteries Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1581
1583,,"Trustee of ValueYou, a volunteer recognition scheme.",2020-01-09,2023-12-17,,Miscellaneous,Dr Kieran Mullan,4860,,,,"Trustee of ValueYou, a volunteer recognition scheme.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1583
1619,,Honorary Vice President of ACTSA (Action for South Africa).,2015-12-17,2023-12-17,,Miscellaneous,Chi Onwurah,4124,15/12/2015,,,Honorary Vice President of ACTSA (Action for South Africa).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1619
1627,,"A patron of Greenwich and Bexley Community Hospice, London. This is an unpaid role.",2022-09-01,2023-12-17,,Miscellaneous,Ms Abena Oppong-Asare,4820,18/05/2022,,,"A patron of Greenwich and Bexley Community Hospice, London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1627
1673,,"Barrister, currently not practising.",2015-06-06,2023-12-17,,Miscellaneous,Victoria Atkins,4399,,,,"Barrister, currently not practising.",Other,https://interests-api.parliament.uk/api/v1/Interests/1673
1675,,Director of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,2023-08-24,2023-12-17,,Miscellaneous,Bob Blackman,4005,04/07/2018,,,Director of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1675
1723,,"A trustee of the Mabon Trust, which offers small grants to community projects, organisations, individuals and charities in the Rhondda. This is an unpaid role.",2023-02-27,2023-12-17,,Miscellaneous,Chris Bryant,1446,21/03/2021,,,"A trustee of the Mabon Trust, which offers small grants to community projects, organisations, individuals and charities in the Rhondda. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1723
1837,,"An unpaid Director of the Great Britain China Centre, a non-departmental public body established to support UK-China relations.",2020-11-19,2023-12-17,,Miscellaneous,Andrew Gwynne,1506,08/10/2020,,,"An unpaid Director of the Great Britain China Centre, a non-departmental public body established to support UK-China relations.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1837
1842,,"Unpaid director of CMAL Ltd, financial services company.",2019-02-27,2023-12-17,,Miscellaneous,Chris Law,4403,,,,"Unpaid director of CMAL Ltd, financial services company.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1842
1844,,"Barrister, not currently practising.",2015-05-22,2023-12-17,,Miscellaneous,Sir Edward Leigh,345,,,,"Barrister, not currently practising.",Other,https://interests-api.parliament.uk/api/v1/Interests/1844
2007,,A Trustee of Ymddiriedolaeth Capel Newydd Nanhoron. This is an unpaid role.,2023-06-22,2023-12-17,,Miscellaneous,Liz Saville Roberts,4521,23/02/2017,,,A Trustee of Ymddiriedolaeth Capel Newydd Nanhoron. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2007
1624,,"Voluntary Board Member of SQUASH, Liverpool, a community interest company based in the Liverpool Riverside constituency (a creative food enterprise to empower and enable social change).",2020-01-06,2023-12-17,2023-08-29,Miscellaneous,Kim Johnson,4824,,,,"Voluntary Board Member of SQUASH, Liverpool, a community interest company based in the Liverpool Riverside constituency (a creative food enterprise to empower and enable social change).",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1624
1390,,Director of Gresham Hall Glamping Ltd (unremunerated).,2023-01-09,2023-12-17,,Miscellaneous,Sir Geoffrey Clifton-Brown,249,26/05/2021,,,Director of Gresham Hall Glamping Ltd (unremunerated).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1390
1899,,Unpaid member of the Barry YMCA Board of Management.,2016-06-06,2023-12-17,2021-03-01,Miscellaneous,Chris Elmore,4572,,,,Unpaid member of the Barry YMCA Board of Management.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1899
1909,,"Advisory Board Member of BOMAD Investments Ltd (trading as HomeNow), an affordable housing scheme. This is an unpaid role.",2021-01-21,2023-12-17,,Miscellaneous,Tim Farron,1591,20/01/2021,,,"Advisory Board Member of BOMAD Investments Ltd (trading as HomeNow), an affordable housing scheme. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1909
2026,,An ambassador for the Greater Birmingham Chambers of Commerce. This is an unpaid role.,2020-06-09,2023-12-17,2020-09-16,Miscellaneous,Preet Kaur Gill,4603,10/09/2020,,,An ambassador for the Greater Birmingham Chambers of Commerce. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2026
1941,,"Chair (unpaid) of Bridge of Hope, a not-for-profit project, set up by the Racing Foundation and RESUME Foundation, to help the marginalised gain a job in the horseracing industry.",2021-02-17,2023-12-17,2024-02-12,Miscellaneous,George Freeman,4020,01/11/2018,01/07/2021,,"Chair (unpaid) of Bridge of Hope, a not-for-profit project, set up by the Racing Foundation and RESUME Foundation, to help the marginalised gain a job in the horseracing industry.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1941
1263,,"A Trustee of the Amy Read Trust, which works to protect and preserve Engel’s House in Primrose Hill. This was an unpaid role.",2023-10-25,2023-12-17,2024-02-19,Miscellaneous,Jon Trickett,410,20/10/2023,01/02/2024,,"A Trustee of the Amy Read Trust, which works to protect and preserve Engel’s House in Primrose Hill. This was an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1263
2144,,"A member (unpaid) of the advisory board of Onward, a think tank which focusses on key challenges facing the UK.",2020-11-06,2023-12-17,2024-01-22,Miscellaneous,Tom Tugendhat,4462,25/04/2018,07/09/2022,,"A member (unpaid) of the advisory board of Onward, a think tank which focusses on key challenges facing the UK.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2144
1971,,On unpaid sabbatical leave as a senior lecturer from the University of Edinburgh from 1 January 2020.,2020-01-07,2023-12-17,,Miscellaneous,Dr Neil Hudson,4853,,,,On unpaid sabbatical leave as a senior lecturer from the University of Edinburgh from 1 January 2020.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1971
1508,,"Chair of EastSide Tourism Ltd, which promotes East Belfast as a tourist destination. This is an unpaid role.",2019-08-06,2023-12-17,,Miscellaneous,Gavin Robinson,4360,01/08/2019,,,"Chair of EastSide Tourism Ltd, which promotes East Belfast as a tourist destination. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1508
1535,,Solicitor (not currently employed as such).,2012-12-28,2023-12-17,,Miscellaneous,Andy McDonald,4269,,,,Solicitor (not currently employed as such).,Other,https://interests-api.parliament.uk/api/v1/Interests/1535
1547,,"Trustee (Unpaid) of ""If Chloe Can""; charity providing careers advice and support for young people.",2017-07-07,2023-12-17,,Miscellaneous,Esther McVey,4084,,,,"Trustee (Unpaid) of ""If Chloe Can""; charity providing careers advice and support for young people.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1547
1613,,"A member of the advisory board of Onward, a think tank which aims to produce modernising ideas to address some of the biggest challenges facing the UK. This is an unpaid role.",2020-06-16,2023-12-17,,Miscellaneous,Neil O'Brien,4679,25/04/2018,,,"A member of the advisory board of Onward, a think tank which aims to produce modernising ideas to address some of the biggest challenges facing the UK. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1613
1628,,Member of the Liverpool City Region Freeport Board. This is an unpaid role.,2022-04-22,2023-12-17,,Miscellaneous,Kim Johnson,4824,11/04/2022,,,Member of the Liverpool City Region Freeport Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1628
1722,,A Member of the Executive Committee of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,2023-08-11,2023-12-17,,Miscellaneous,Dame Harriett Baldwin,4107,28/01/2020,,,A Member of the Executive Committee of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1722
1744,,"Member of the Commission on Alcohol Harm, established by the Alcohol Harm Alliance (a consortium of over 50 non-governmental organisations) to promote evidence based policies to reduce the harm caused by alcohol.",2021-07-07,2023-12-17,,Miscellaneous,Dan Carden,4651,24/06/2021,,,"Member of the Commission on Alcohol Harm, established by the Alcohol Harm Alliance (a consortium of over 50 non-governmental organisations) to promote evidence based policies to reduce the harm caused by alcohol.",Other,https://interests-api.parliament.uk/api/v1/Interests/1744
1781,,"A Trustee of Fields in Trust (FiT), a charity which champions and supports our parks and green spaces. This is an unpaid role.",2022-09-29,2023-12-17,,Miscellaneous,Mr Clive Betts,394,28/01/2021,,,"A Trustee of Fields in Trust (FiT), a charity which champions and supports our parks and green spaces. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1781
1835,,"Member of Wilton Park Advisory Council, a not-for-profit executive agency of the Foreign and Commonwealth Office which organises events that bring together leading representatives from politics, diplomacy, academia, business, civil society, the military and the media. This is an unpaid role.",2020-07-06,2023-12-17,,Miscellaneous,Andrew Griffith,4874,01/07/2020,,,"Member of Wilton Park Advisory Council, a not-for-profit executive agency of the Foreign and Commonwealth Office which organises events that bring together leading representatives from politics, diplomacy, academia, business, civil society, the military and the media. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1835
1919,,"Ambassador for The Blossom Awards (non-profit initiative for the British-Chinese community, administered by my partner’s company). This is an unpaid role.",2020-01-08,2023-12-17,,Miscellaneous,Alan Mak,4484,01/01/2020,,,"Ambassador for The Blossom Awards (non-profit initiative for the British-Chinese community, administered by my partner’s company). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1919
1979,,Member of the British Horseracing Authority Whip Review Steering Group (2021/22). This is an unpaid role.,2021-04-27,2023-12-17,,Miscellaneous,Dr Neil Hudson,4853,27/04/2021,,,Member of the British Horseracing Authority Whip Review Steering Group (2021/22). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1979
2105,,"Director of Zarah Sultana Campaigns Ltd, which helps my political campaigning activity. This is an unpaid role.",2023-03-24,2023-12-17,,Miscellaneous,Zarah Sultana,4786,12/11/2021,,,"Director of Zarah Sultana Campaigns Ltd, which helps my political campaigning activity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2105
2112,,"Barrister, not currently practising.",2015-06-03,2023-12-17,,Miscellaneous,Nick Thomas-Symonds,4479,,,,"Barrister, not currently practising.",Other,https://interests-api.parliament.uk/api/v1/Interests/2112
1641,,I am the director of the Henacre Charitable Fund (the “Henacre Trust”) launched on 8 March 2019. This is a named trust owned and operated by the Quartet Community Foundation on my behalf. The Henacre Trust will make charitable grants to young people from Bristol North West.,2019-03-11,2023-12-17,,Miscellaneous,Darren Jones,4621,08/03/2019,,,I am the director of the Henacre Charitable Fund (the “Henacre Trust”) launched on 8 March 2019. This is a named trust owned and operated by the Quartet Community Foundation on my behalf. The Henacre Trust will make charitable grants to young people from Bristol North West.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1641
1493,,Member of Bolton Town Board. This is an unpaid role.,2020-06-08,2023-12-17,,Miscellaneous,Yasmin Qureshi,3924,27/01/2020,,,Member of Bolton Town Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1493
1389,,Fellow of the Royal Institute of Chartered Surveyors (unremunerated).,,2023-12-17,,Miscellaneous,Sir Geoffrey Clifton-Brown,249,,,,Fellow of the Royal Institute of Chartered Surveyors (unremunerated).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1389
1898,,Minor interest in a house in Caerphilly County Borough area owned by two members of my family.,2016-06-06,2023-12-17,,Miscellaneous,Chris Elmore,4572,,,,Minor interest in a house in Caerphilly County Borough area owned by two members of my family.,Other,https://interests-api.parliament.uk/api/v1/Interests/1898
1948,,"Trustee of Climate Parliament, which aims to educate and inform legislators about climate change and policy options for promoting renewable energy. This is an unpaid role.",2019-02-28,2023-12-17,,Miscellaneous,Barry Gardiner,146,04/02/2019,,,"Trustee of Climate Parliament, which aims to educate and inform legislators about climate change and policy options for promoting renewable energy. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1948
2023,,"Vice-President of West Midlands Labour Finance and Industry Group (WM LFIG), which exists to facilitate constructive dialogue between the Government and prominent persons from industry, finance and the professions within the West Midlands.",2019-04-12,2023-12-17,,Miscellaneous,Preet Kaur Gill,4603,10/04/2019,,,"Vice-President of West Midlands Labour Finance and Industry Group (WM LFIG), which exists to facilitate constructive dialogue between the Government and prominent persons from industry, finance and the professions within the West Midlands.",Other,https://interests-api.parliament.uk/api/v1/Interests/2023
2749,,A Trustee of the Parliamentary Contributory Pension Fund. This is an unpaid role.,2023-08-11,2023-12-17,,Miscellaneous,Dame Harriett Baldwin,4107,28/01/2022,,,A Trustee of the Parliamentary Contributory Pension Fund. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2749
1446,,A trustee of the Stacy Wanjiku Welfare Trust. Having raised money for the education and welfare of Stacey Wanjiru I am a trustee of the fund. Stacey is the daughter of Agnes Wanjiru a Kenyan woman murdered in 2012 in a case linked to British Armed Forces. This is an unpaid role.,2022-03-24,2023-12-17,,Miscellaneous,Jess Phillips,4370,16/03/2022,,,A trustee of the Stacy Wanjiku Welfare Trust. Having raised money for the education and welfare of Stacey Wanjiru I am a trustee of the fund. Stacey is the daughter of Agnes Wanjiru a Kenyan woman murdered in 2012 in a case linked to British Armed Forces. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1446
2436,,"Trustee (unpaid) of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",2018-02-02,2023-12-17,2024-02-12,Miscellaneous,George Freeman,4020,01/04/2020,17/09/2021,,"Trustee (unpaid) of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2436
2142,,Holding below registrable threshold in Juliand Digital Ltd (productivity software). These shares were transferred to a blind trust in May 2023.,2015-06-04,2023-12-17,2024-01-22,Miscellaneous,Tom Tugendhat,4462,,09/05/2023,,Holding below registrable threshold in Juliand Digital Ltd (productivity software). These shares were transferred to a blind trust in May 2023.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/2142
