ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
1450,,A company in which Millgap Ltd holds beneficial ownership of 0.375% became accredited for the Coronavirus Business Interruption Loan Scheme.,25/05/2021,17/12/2023,,Miscellaneous,Chris Philp,4503,22/03/2021,,,A company in which Millgap Ltd holds beneficial ownership of 0.375% became accredited for the Coronavirus Business Interruption Loan Scheme.,Other
2084,,"Solicitor, non-practising since 8 May 2015.",19/07/2021,17/12/2023,,Miscellaneous,Jo Stevens,4425,,,,"Solicitor, non-practising since 8 May 2015.",Other
1406,,"Board Member (unpaid) of Fit for the Future, a network of mainly charities helping organisations to become climate-friendly and resilient.",06/07/2017,17/12/2023,31/01/2020,Miscellaneous,Ed Davey,188,,,,"Board Member (unpaid) of Fit for the Future, a network of mainly charities helping organisations to become climate-friendly and resilient.",Unpaid role
1437,,Director of Vintage Ghetto (unpaid).,10/08/2023,17/12/2023,,Miscellaneous,Sarah Dyke,4995,,,,Director of Vintage Ghetto (unpaid).,Unpaid role
1976,,Member of the British Equine Veterinary Association.,07/01/2020,17/12/2023,,Miscellaneous,Dr Neil Hudson,4853,,,,Member of the British Equine Veterinary Association.,Other
1993,,"Barrister, not currently practising.",04/06/2015,17/12/2023,,Miscellaneous,Imran Hussain,4394,,,,"Barrister, not currently practising.",Other
1508,,"Chair of EastSide Tourism Ltd, which promotes East Belfast as a tourist destination. This is an unpaid role.",06/08/2019,17/12/2023,,Miscellaneous,Gavin Robinson,4360,01/08/2019,,,"Chair of EastSide Tourism Ltd, which promotes East Belfast as a tourist destination. This is an unpaid role.",Unpaid role
1535,,Solicitor (not currently employed as such).,28/12/2012,17/12/2023,,Miscellaneous,Andy McDonald,4269,,,,Solicitor (not currently employed as such).,Other
1547,,"Trustee (Unpaid) of ""If Chloe Can""; charity providing careers advice and support for young people.",07/07/2017,17/12/2023,,Miscellaneous,Esther McVey,4084,,,,"Trustee (Unpaid) of ""If Chloe Can""; charity providing careers advice and support for young people.",Unpaid role
1613,,"A member of the advisory board of Onward, a think tank which aims to produce modernising ideas to address some of the biggest challenges facing the UK. This is an unpaid role.",16/06/2020,17/12/2023,,Miscellaneous,Neil O'Brien,4679,25/04/2018,,,"A member of the advisory board of Onward, a think tank which aims to produce modernising ideas to address some of the biggest challenges facing the UK. This is an unpaid role.",Unpaid role
1628,,Member of the Liverpool City Region Freeport Board. This is an unpaid role.,22/04/2022,17/12/2023,,Miscellaneous,Kim Johnson,4824,11/04/2022,,,Member of the Liverpool City Region Freeport Board. This is an unpaid role.,Unpaid role
1722,,A Member of the Executive Committee of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,11/08/2023,17/12/2023,,Miscellaneous,Dame Harriett Baldwin,4107,28/01/2020,,,A Member of the Executive Committee of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,Unpaid role
1744,,"Member of the Commission on Alcohol Harm, established by the Alcohol Harm Alliance (a consortium of over 50 non-governmental organisations) to promote evidence based policies to reduce the harm caused by alcohol.",07/07/2021,17/12/2023,,Miscellaneous,Dan Carden,4651,24/06/2021,,,"Member of the Commission on Alcohol Harm, established by the Alcohol Harm Alliance (a consortium of over 50 non-governmental organisations) to promote evidence based policies to reduce the harm caused by alcohol.",Other
1781,,"A Trustee of Fields in Trust (FiT), a charity which champions and supports our parks and green spaces. This is an unpaid role.",29/09/2022,17/12/2023,,Miscellaneous,Mr Clive Betts,394,28/01/2021,,,"A Trustee of Fields in Trust (FiT), a charity which champions and supports our parks and green spaces. This is an unpaid role.",Unpaid role
1814,,"Unpaid adviser to Pomeroon Trading Inc, an environmentally sustainable company that grows and exports coconuts and agricultural produce. I provide advice on Guyana, the Caribbean and on the company’s community development fund. I hold share options below the level for registration under the category for Shareholdings.",18/02/2019,17/12/2023,,Miscellaneous,Mr David Lammy,206,01/01/2019,,,"Unpaid adviser to Pomeroon Trading Inc, an environmentally sustainable company that grows and exports coconuts and agricultural produce. I provide advice on Guyana, the Caribbean and on the company’s community development fund. I hold share options below the level for registration under the category for Shareholdings.",Unpaid role
1835,,"Member of Wilton Park Advisory Council, a not-for-profit executive agency of the Foreign and Commonwealth Office which organises events that bring together leading representatives from politics, diplomacy, academia, business, civil society, the military and the media. This is an unpaid role.",06/07/2020,17/12/2023,,Miscellaneous,Andrew Griffith,4874,01/07/2020,,,"Member of Wilton Park Advisory Council, a not-for-profit executive agency of the Foreign and Commonwealth Office which organises events that bring together leading representatives from politics, diplomacy, academia, business, civil society, the military and the media. This is an unpaid role.",Unpaid role
1919,,"Ambassador for The Blossom Awards (non-profit initiative for the British-Chinese community, administered by my partner’s company). This is an unpaid role.",08/01/2020,17/12/2023,,Miscellaneous,Alan Mak,4484,01/01/2020,,,"Ambassador for The Blossom Awards (non-profit initiative for the British-Chinese community, administered by my partner’s company). This is an unpaid role.",Unpaid role
1979,,Member of the British Horseracing Authority Whip Review Steering Group (2021/22). This is an unpaid role.,27/04/2021,17/12/2023,,Miscellaneous,Dr Neil Hudson,4853,27/04/2021,,,Member of the British Horseracing Authority Whip Review Steering Group (2021/22). This is an unpaid role.,Unpaid role
2105,,"Director of Zarah Sultana Campaigns Ltd, which helps my political campaigning activity. This is an unpaid role.",24/03/2023,17/12/2023,,Miscellaneous,Zarah Sultana,4786,12/11/2021,,,"Director of Zarah Sultana Campaigns Ltd, which helps my political campaigning activity. This is an unpaid role.",Unpaid role
2112,,"Barrister, not currently practising.",03/06/2015,17/12/2023,,Miscellaneous,Nick Thomas-Symonds,4479,,,,"Barrister, not currently practising.",Other
1641,,I am the director of the Henacre Charitable Fund (the “Henacre Trust”) launched on 8 March 2019. This is a named trust owned and operated by the Quartet Community Foundation on my behalf. The Henacre Trust will make charitable grants to young people from Bristol North West.,11/03/2019,17/12/2023,,Miscellaneous,Darren Jones,4621,08/03/2019,,,I am the director of the Henacre Charitable Fund (the “Henacre Trust”) launched on 8 March 2019. This is a named trust owned and operated by the Quartet Community Foundation on my behalf. The Henacre Trust will make charitable grants to young people from Bristol North West.,Unpaid role
1493,,Member of Bolton Town Board. This is an unpaid role.,08/06/2020,17/12/2023,,Miscellaneous,Yasmin Qureshi,3924,27/01/2020,,,Member of Bolton Town Board. This is an unpaid role.,Unpaid role
1389,,Fellow of the Royal Institute of Chartered Surveyors (unremunerated).,,17/12/2023,,Miscellaneous,Sir Geoffrey Clifton-Brown,249,,,,Fellow of the Royal Institute of Chartered Surveyors (unremunerated).,Unpaid role
1898,,Minor interest in a house in Caerphilly County Borough area owned by two members of my family.,06/06/2016,17/12/2023,,Miscellaneous,Chris Elmore,4572,,,,Minor interest in a house in Caerphilly County Borough area owned by two members of my family.,Other
1948,,"Trustee of Climate Parliament, which aims to educate and inform legislators about climate change and policy options for promoting renewable energy. This is an unpaid role.",28/02/2019,17/12/2023,,Miscellaneous,Barry Gardiner,146,04/02/2019,,,"Trustee of Climate Parliament, which aims to educate and inform legislators about climate change and policy options for promoting renewable energy. This is an unpaid role.",Unpaid role
2023,,"Vice-President of West Midlands Labour Finance and Industry Group (WM LFIG), which exists to facilitate constructive dialogue between the Government and prominent persons from industry, finance and the professions within the West Midlands.",12/04/2019,17/12/2023,,Miscellaneous,Preet Kaur Gill,4603,10/04/2019,,,"Vice-President of West Midlands Labour Finance and Industry Group (WM LFIG), which exists to facilitate constructive dialogue between the Government and prominent persons from industry, finance and the professions within the West Midlands.",Other
2749,,A Trustee of the Parliamentary Contributory Pension Fund. This is an unpaid role.,11/08/2023,17/12/2023,,Miscellaneous,Dame Harriett Baldwin,4107,28/01/2022,,,A Trustee of the Parliamentary Contributory Pension Fund. This is an unpaid role.,Unpaid role
1446,,A trustee of the Stacy Wanjiku Welfare Trust. Having raised money for the education and welfare of Stacey Wanjiru I am a trustee of the fund. Stacey is the daughter of Agnes Wanjiru a Kenyan woman murdered in 2012 in a case linked to British Armed Forces. This is an unpaid role.,24/03/2022,17/12/2023,,Miscellaneous,Jess Phillips,4370,16/03/2022,,,A trustee of the Stacy Wanjiku Welfare Trust. Having raised money for the education and welfare of Stacey Wanjiru I am a trustee of the fund. Stacey is the daughter of Agnes Wanjiru a Kenyan woman murdered in 2012 in a case linked to British Armed Forces. This is an unpaid role.,Unpaid role
2436,,"Trustee (unpaid) of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",02/02/2018,17/12/2023,12/02/2024,Miscellaneous,George Freeman,4020,01/04/2020,17/09/2021,,"Trustee (unpaid) of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",Unpaid role
2142,,Holding below registrable threshold in Juliand Digital Ltd (productivity software). These shares were transferred to a blind trust in May 2023.,04/06/2015,17/12/2023,22/01/2024,Miscellaneous,Tom Tugendhat,4462,,09/05/2023,,Holding below registrable threshold in Juliand Digital Ltd (productivity software). These shares were transferred to a blind trust in May 2023.,Financial interest or material benefit
2078,,Leeds University Law Faculty Advisory Board,05/06/2015,17/12/2023,29/04/2024,Miscellaneous,Sir Keir Starmer,4514,,29/04/2024,,Leeds University Law Faculty Advisory Board,Other
1475,,"Chair of Trustees of UpRising Leadership, a registered charity providing UK-wide youth leadership development, mentoring and employability opportunities to young people from diverse and underrepresented backgrounds. This is an unpaid role.",01/12/2022,17/12/2023,,Miscellaneous,Rushanara Ali,4138,,,,"Chair of Trustees of UpRising Leadership, a registered charity providing UK-wide youth leadership development, mentoring and employability opportunities to young people from diverse and underrepresented backgrounds. This is an unpaid role.",Unpaid role
1548,,"Unpaid Director of Blue Collar Productions, a television production company of Miryfields Cottage, 5/7 Cann Street, Tottington BL8 3PE.",29/10/2020,17/12/2023,,Miscellaneous,Esther McVey,4084,01/10/2020,,,"Unpaid Director of Blue Collar Productions, a television production company of Miryfields Cottage, 5/7 Cann Street, Tottington BL8 3PE.",Unpaid role
1582,,Advisory Board Member to the Centre for Commonwealth Affairs. This is an unpaid role.,15/08/2023,17/12/2023,,Miscellaneous,Wendy Morton,4358,09/08/2023,,,Advisory Board Member to the Centre for Commonwealth Affairs. This is an unpaid role.,Unpaid role
1590,,Director of the Commonwealth Parliamentary Association (United Kingdom).,31/07/2023,17/12/2023,,Miscellaneous,Ian Murray,3966,12/07/2017,,,Director of the Commonwealth Parliamentary Association (United Kingdom).,Unpaid role
1598,,"A Trustee of the UK Reserve Forces Association, which is part of the MOD and promotes the efficiency of reserve forces by providing opportunities for education, personal development and international experiences. This is an unpaid role.",11/05/2022,17/12/2023,,Miscellaneous,Dr Andrew Murrison,1466,20/04/2022,,,"A Trustee of the UK Reserve Forces Association, which is part of the MOD and promotes the efficiency of reserve forces by providing opportunities for education, personal development and international experiences. This is an unpaid role.",Unpaid role
1625,,Voluntary Board Member of Liverpool Institute of Performing Arts (LIPA). This is an unpaid role.,16/07/2021,17/12/2023,,Miscellaneous,Kim Johnson,4824,25/06/2021,,,Voluntary Board Member of Liverpool Institute of Performing Arts (LIPA). This is an unpaid role.,Unpaid role
1637,,Director of the Albany Theatre Trust. This is an unpaid role.,03/08/2023,17/12/2023,,Miscellaneous,Taiwo Owatemi,4779,21/04/2021,,,Director of the Albany Theatre Trust. This is an unpaid role.,Unpaid role
1645,,Director of the Holocaust Memorial Day Trust. This is an unpaid role.,03/08/2023,17/12/2023,,Miscellaneous,Taiwo Owatemi,4779,18/07/2023,,,Director of the Holocaust Memorial Day Trust. This is an unpaid role.,Unpaid role
1687,,"Member of the Connected Coast Board, a joint board for the Mablethorpe and Skegness Towns Fund. This is an unpaid role.",28/01/2020,17/12/2023,,Miscellaneous,Victoria Atkins,4399,27/01/2020,,,"Member of the Connected Coast Board, a joint board for the Mablethorpe and Skegness Towns Fund. This is an unpaid role.",Unpaid role
1733,,"Member of the management committee, Spirit of Shankly, which promotes the interests of football supporters.",10/01/2020,17/12/2023,,Miscellaneous,Ian Byrne,4831,,,,"Member of the management committee, Spirit of Shankly, which promotes the interests of football supporters.",Other
1916,,"Trustee of Ellesmere Port and Neston Helping Hands, a charity which aims to provide poverty relief and support to residents in my constituency. This is an unpaid role.",04/12/2020,17/12/2023,,Miscellaneous,Justin Madders,4418,26/11/2020,,,"Trustee of Ellesmere Port and Neston Helping Hands, a charity which aims to provide poverty relief and support to residents in my constituency. This is an unpaid role.",Unpaid role
1991,,Governor and Director of Westminster Foundation for Democracy Limited (WFD). This is an unpaid role.,26/05/2023,17/12/2023,,Miscellaneous,Liz Saville Roberts,4521,24/05/2023,,,Governor and Director of Westminster Foundation for Democracy Limited (WFD). This is an unpaid role.,Unpaid role
2093,,"Company director (unpaid), Highland Fine Houses Ltd, in which I have a majority shareholding.",07/07/2017,17/12/2023,,Miscellaneous,Jamie Stone,4612,,,,"Company director (unpaid), Highland Fine Houses Ltd, in which I have a majority shareholding.",Unpaid role
2146,,Commissioned officer in Royal Naval Reserve.,12/04/2022,17/12/2023,,Miscellaneous,Tom Tugendhat,4462,01/04/2022,,,Commissioned officer in Royal Naval Reserve.,Unpaid role
1504,,"Company Secretary of the Diane Abbott Foundation, which works to excel and improve education. This is an unpaid role.",10/01/2020,17/12/2023,,Miscellaneous,Bell Ribeiro-Addy,4764,,,,"Company Secretary of the Diane Abbott Foundation, which works to excel and improve education. This is an unpaid role.",Unpaid role
1900,,A Trustee and Director of the Commonwealth Parliamentary Association (UK Branch).  This is an unpaid role.,07/08/2023,17/12/2023,,Miscellaneous,Chris Elmore,4572,28/01/2020,,,A Trustee and Director of the Commonwealth Parliamentary Association (UK Branch).  This is an unpaid role.,Unpaid role
1955,,"A Member and Director of Together 2030, a company limited by guarantee. The company is a not for profit company and the position is entirely unpaid.",02/12/2021,17/12/2023,,Miscellaneous,Barry Gardiner,146,18/11/2021,,,"A Member and Director of Together 2030, a company limited by guarantee. The company is a not for profit company and the position is entirely unpaid.",Unpaid role
1448,,A director of Birmingham Museums Trust which manages Birmingham Museums including a site in my constituency. This is an unpaid role.,18/09/2023,17/12/2023,,Miscellaneous,Jess Phillips,4370,26/07/2023,,,A director of Birmingham Museums Trust which manages Birmingham Museums including a site in my constituency. This is an unpaid role.,Unpaid role
1532,,My shareholding in Adventure Forest Group Ltd (adventure leisure) was transferred into an employee ownership trust on 21 October 2021. As part of this agreement a value for my shareholding is scheduled to be repaid to me periodically over the next 10 years.,25/11/2021,17/12/2023,,Miscellaneous,Jerome Mayhew,4739,,,,My shareholding in Adventure Forest Group Ltd (adventure leisure) was transferred into an employee ownership trust on 21 October 2021. As part of this agreement a value for my shareholding is scheduled to be repaid to me periodically over the next 10 years.,Financial interest or material benefit
1537,,Member of Wolverhampton Towns Fund Board. This is an unpaid role.,04/02/2020,17/12/2023,,Miscellaneous,Pat McFadden,1587,24/01/2020,,,Member of Wolverhampton Towns Fund Board. This is an unpaid role.,Unpaid role
1568,,I am a member of the Unite North West Black Asian & Ethnic Minorities Committee.,09/01/2020,17/12/2023,,Miscellaneous,Navendu Mishra,4811,,,,I am a member of the Unite North West Black Asian & Ethnic Minorities Committee.,Other
1581,,Vice-President of the Lotteries Council. This is an unpaid role.,22/03/2023,17/12/2023,,Miscellaneous,Wendy Morton,4358,01/03/2023,,,Vice-President of the Lotteries Council. This is an unpaid role.,Unpaid role
1583,,"Trustee of ValueYou, a volunteer recognition scheme.",09/01/2020,17/12/2023,,Miscellaneous,Dr Kieran Mullan,4860,,,,"Trustee of ValueYou, a volunteer recognition scheme.",Unpaid role
1619,,Honorary Vice President of ACTSA (Action for South Africa).,17/12/2015,17/12/2023,,Miscellaneous,Chi Onwurah,4124,15/12/2015,,,Honorary Vice President of ACTSA (Action for South Africa).,Unpaid role
1627,,"A patron of Greenwich and Bexley Community Hospice, London. This is an unpaid role.",01/09/2022,17/12/2023,,Miscellaneous,Ms Abena Oppong-Asare,4820,18/05/2022,,,"A patron of Greenwich and Bexley Community Hospice, London. This is an unpaid role.",Unpaid role
1673,,"Barrister, currently not practising.",06/06/2015,17/12/2023,,Miscellaneous,Victoria Atkins,4399,,,,"Barrister, currently not practising.",Other
1675,,Director of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,24/08/2023,17/12/2023,,Miscellaneous,Bob Blackman,4005,04/07/2018,,,Director of the Commonwealth Parliamentary Association (UK Branch). This is an unpaid role.,Unpaid role
1723,,"A trustee of the Mabon Trust, which offers small grants to community projects, organisations, individuals and charities in the Rhondda. This is an unpaid role.",27/02/2023,17/12/2023,,Miscellaneous,Chris Bryant,1446,21/03/2021,,,"A trustee of the Mabon Trust, which offers small grants to community projects, organisations, individuals and charities in the Rhondda. This is an unpaid role.",Unpaid role
1837,,"An unpaid Director of the Great Britain China Centre, a non-departmental public body established to support UK-China relations.",19/11/2020,17/12/2023,,Miscellaneous,Andrew Gwynne,1506,08/10/2020,,,"An unpaid Director of the Great Britain China Centre, a non-departmental public body established to support UK-China relations.",Unpaid role
1842,,"Unpaid director of CMAL Ltd, financial services company.",27/02/2019,17/12/2023,,Miscellaneous,Chris Law,4403,,,,"Unpaid director of CMAL Ltd, financial services company.",Unpaid role
1844,,"Barrister, not currently practising.",22/05/2015,17/12/2023,,Miscellaneous,Sir Edward Leigh,345,,,,"Barrister, not currently practising.",Other
2007,,A Trustee of Ymddiriedolaeth Capel Newydd Nanhoron. This is an unpaid role.,22/06/2023,17/12/2023,,Miscellaneous,Liz Saville Roberts,4521,23/02/2017,,,A Trustee of Ymddiriedolaeth Capel Newydd Nanhoron. This is an unpaid role.,Unpaid role
1624,,"Voluntary Board Member of SQUASH, Liverpool, a community interest company based in the Liverpool Riverside constituency (a creative food enterprise to empower and enable social change).",06/01/2020,17/12/2023,29/08/2023,Miscellaneous,Kim Johnson,4824,,,,"Voluntary Board Member of SQUASH, Liverpool, a community interest company based in the Liverpool Riverside constituency (a creative food enterprise to empower and enable social change).",Unpaid role
1390,,Director of Gresham Hall Glamping Ltd (unremunerated).,09/01/2023,17/12/2023,,Miscellaneous,Sir Geoffrey Clifton-Brown,249,26/05/2021,,,Director of Gresham Hall Glamping Ltd (unremunerated).,Unpaid role
1899,,Unpaid member of the Barry YMCA Board of Management.,06/06/2016,17/12/2023,01/03/2021,Miscellaneous,Chris Elmore,4572,,,,Unpaid member of the Barry YMCA Board of Management.,Unpaid role
1909,,"Advisory Board Member of BOMAD Investments Ltd (trading as HomeNow), an affordable housing scheme. This is an unpaid role.",21/01/2021,17/12/2023,,Miscellaneous,Tim Farron,1591,20/01/2021,,,"Advisory Board Member of BOMAD Investments Ltd (trading as HomeNow), an affordable housing scheme. This is an unpaid role.",Unpaid role
2026,,An ambassador for the Greater Birmingham Chambers of Commerce. This is an unpaid role.,09/06/2020,17/12/2023,16/09/2020,Miscellaneous,Preet Kaur Gill,4603,10/09/2020,,,An ambassador for the Greater Birmingham Chambers of Commerce. This is an unpaid role.,Unpaid role
1941,,"Chair (unpaid) of Bridge of Hope, a not-for-profit project, set up by the Racing Foundation and RESUME Foundation, to help the marginalised gain a job in the horseracing industry.",17/02/2021,17/12/2023,12/02/2024,Miscellaneous,George Freeman,4020,01/11/2018,01/07/2021,,"Chair (unpaid) of Bridge of Hope, a not-for-profit project, set up by the Racing Foundation and RESUME Foundation, to help the marginalised gain a job in the horseracing industry.",Unpaid role
1263,,"A Trustee of the Amy Read Trust, which works to protect and preserve Engel’s House in Primrose Hill. This was an unpaid role.",25/10/2023,17/12/2023,19/02/2024,Miscellaneous,Jon Trickett,410,20/10/2023,01/02/2024,,"A Trustee of the Amy Read Trust, which works to protect and preserve Engel’s House in Primrose Hill. This was an unpaid role.",Unpaid role
2144,,"A member (unpaid) of the advisory board of Onward, a think tank which focusses on key challenges facing the UK.",06/11/2020,17/12/2023,22/01/2024,Miscellaneous,Tom Tugendhat,4462,25/04/2018,07/09/2022,,"A member (unpaid) of the advisory board of Onward, a think tank which focusses on key challenges facing the UK.",Unpaid role
1971,,On unpaid sabbatical leave as a senior lecturer from the University of Edinburgh from 1 January 2020.,07/01/2020,17/12/2023,,Miscellaneous,Dr Neil Hudson,4853,,,,On unpaid sabbatical leave as a senior lecturer from the University of Edinburgh from 1 January 2020.,Unpaid role
1255,,Member of the King’s Lynn Town Deal Board. This is an unpaid role.,30/01/2020,17/12/2023,,Miscellaneous,James Wild,4787,29/01/2020,,,Member of the King’s Lynn Town Deal Board. This is an unpaid role.,Unpaid role
1256,,"Governor, King Edward VII Academy. This is an unpaid position on the Academy Committee.",08/11/2021,17/12/2023,,Miscellaneous,James Wild,4787,03/11/2021,,,"Governor, King Edward VII Academy. This is an unpaid position on the Academy Committee.",Unpaid role
1271,,Board Member of the Centre for Brexit Policy. This is an unpaid role.,02/02/2022,17/12/2023,,Miscellaneous,Sammy Wilson,1593,01/06/2019,,,Board Member of the Centre for Brexit Policy. This is an unpaid role.,Unpaid role
1503,,"A Trustee of Stamford Park Trust, a multi-academy trust based in Greater Manchester.",14/11/2022,17/12/2023,,Miscellaneous,Jonathan Reynolds,4119,16/08/2020,,,"A Trustee of Stamford Park Trust, a multi-academy trust based in Greater Manchester.",Unpaid role
1531,,"Director of Walsingham Estate Company Ltd (farming, land and property management, retail and finance). I have not received any payment for this role. It will continue to be unpaid until further notice.",06/07/2020,17/12/2023,17/11/2021,Miscellaneous,Jerome Mayhew,4739,25/06/2020,,,"Director of Walsingham Estate Company Ltd (farming, land and property management, retail and finance). I have not received any payment for this role. It will continue to be unpaid until further notice.",Unpaid role
1595,,Trustee of the Royal Observatory Trust. This is an unpaid role.,02/08/2023,17/12/2023,,Miscellaneous,Ian Murray,3966,01/10/2010,,,Trustee of the Royal Observatory Trust. This is an unpaid role.,Unpaid role
1620,,Director of the Foundation for Science & Technology.,12/08/2016,17/12/2023,,Miscellaneous,Chi Onwurah,4124,06/07/2016,,,Director of the Foundation for Science & Technology.,Unpaid role
1646,,Member of the Town Fund Board for Ashfield. This is an unpaid role.,10/02/2020,17/12/2023,,Miscellaneous,Lee Anderson,4743,21/01/2020,,,Member of the Town Fund Board for Ashfield. This is an unpaid role.,Unpaid role
1696,,"A Trustee of the Arise Foundation, a charity which seeks to confront modern slavery and human trafficking through frontline organisations. This is an unpaid role.",26/04/2022,17/12/2023,,Miscellaneous,Dame Karen Bradley,4110,31/03/2022,,,"A Trustee of the Arise Foundation, a charity which seeks to confront modern slavery and human trafficking through frontline organisations. This is an unpaid role.",Unpaid role
1700,,Chair of the British Group of the Inter Parliamentary Union. This is an unpaid role.,19/10/2023,17/12/2023,,Miscellaneous,Dame Karen Bradley,4110,30/11/2022,,,Chair of the British Group of the Inter Parliamentary Union. This is an unpaid role.,Unpaid role
1764,,"A co-convener of the UK Trade and Business Commission, a cross party group of MPs and trade and industry experts which aims to make recommendations to the UK government about its trade deals with Europe and the world. This was an unpaid role.",14/03/2023,17/12/2023,08/09/2023,Miscellaneous,Hilary Benn,413,15/04/2021,05/09/2023,,"A co-convener of the UK Trade and Business Commission, a cross party group of MPs and trade and industry experts which aims to make recommendations to the UK government about its trade deals with Europe and the world. This was an unpaid role.",Unpaid role
1856,,A patron of the Every Child Leaving Care Matters organisation.,18/07/2016,17/12/2023,,Miscellaneous,Mrs Emma Lewell-Buck,4277,01/01/2016,,,A patron of the Every Child Leaving Care Matters organisation.,Unpaid role
1859,,Deputy Convenor of the Catholic Legislators Network.,19/07/2017,17/12/2023,,Miscellaneous,Mrs Emma Lewell-Buck,4277,12/07/2017,,,Deputy Convenor of the Catholic Legislators Network.,Unpaid role
1925,,"Chair of Hounslow’s Promise, a charity set up by local MPs, schools, businesses and community organisations to support the education attainment, social mobility and employability of young people in Hounslow.",01/07/2019,17/12/2023,,Miscellaneous,Seema Malhotra,4253,10/06/2019,,,"Chair of Hounslow’s Promise, a charity set up by local MPs, schools, businesses and community organisations to support the education attainment, social mobility and employability of young people in Hounslow.",Unpaid role
1927,,"A trustee of the Dartmouth Street Trust, a grant-making body for policy research in relation to poverty.",21/03/2022,17/12/2023,,Miscellaneous,Seema Malhotra,4253,24/11/2021,,,"A trustee of the Dartmouth Street Trust, a grant-making body for policy research in relation to poverty.",Unpaid role
2067,,"I was given the use of a Series 3 Defender with synthetic fuel from the JLR Classic collection to assist me with hosting surgeries in my constituency, total value £610.42",04/09/2023,17/12/2023,,Miscellaneous,Greg Smith,4778,07/08/2023,16/08/2023,JLR Classic collection,"I was given the use of a Series 3 Defender with synthetic fuel from the JLR Classic collection to assist me with hosting surgeries in my constituency, total value £610.42",Financial interest or material benefit
1800,,"Bryn and Cwmavon Events, a charity set up to develop the needs of the community, supported by the local authority and partners to create a stronger, independent community.",04/10/2023,17/12/2023,,Miscellaneous,Stephen Kinnock,4359,01/01/2018,,,"Bryn and Cwmavon Events, a charity set up to develop the needs of the community, supported by the local authority and partners to create a stronger, independent community.",Unpaid role
1804,,"Trustee of Only Connect, a charity that works with men and women in prison or recently released, with the aim of helping them live crime-free lives.",11/01/2020,17/12/2023,11/02/2020,Miscellaneous,Danny Kruger,4858,,,,"Trustee of Only Connect, a charity that works with men and women in prison or recently released, with the aim of helping them live crime-free lives.",Unpaid role
1399,,"I have been involved in fundraising activities for the Friendship Project, a ringfenced fund managed by the Tandridge Community Fund. This raises money for distribution to groups working to address social isolation in East Surrey. I will be consulted but will not have a final say on how funds are distributed.",03/02/2023,17/12/2023,,Miscellaneous,Claire Coutinho,4806,14/01/2023,,,"I have been involved in fundraising activities for the Friendship Project, a ringfenced fund managed by the Tandridge Community Fund. This raises money for distribution to groups working to address social isolation in East Surrey. I will be consulted but will not have a final say on how funds are distributed.",Other
1905,,I was a self-employed GP.,09/01/2020,17/12/2023,24/10/2023,Miscellaneous,Dr Luke Evans,4781,,20/10/2023,,I was a self-employed GP.,Other
1942,,"In my capacity as a Norfolk MP, I am a trustee for Aviornis UK – a Rare Birds Breeds Charity. This is an unpaid role.",14/06/2023,17/12/2023,,Miscellaneous,George Freeman,4020,02/04/2023,,,"In my capacity as a Norfolk MP, I am a trustee for Aviornis UK – a Rare Birds Breeds Charity. This is an unpaid role.",Unpaid role
1495,,"Sole member of Angela Rayner Ltd; a company limited by guarantee, which ran my campaign for Deputy Leadership of the Labour Party.",15/04/2020,17/12/2023,17/01/2024,Miscellaneous,Angela Rayner,4356,03/01/2020,31/01/2023,,"Sole member of Angela Rayner Ltd; a company limited by guarantee, which ran my campaign for Deputy Leadership of the Labour Party.",Other
1761,,Unpaid Director of Apsana Begum Ltd.,27/02/2023,17/12/2023,,Miscellaneous,Apsana Begum,4790,10/01/2023,,,Unpaid Director of Apsana Begum Ltd.,Unpaid role
1410,,"A regular volunteer radio presenter of a retro/dance show for the local community radio station, Mid Sussex Radio (previously Burgess Hill Radio).",18/11/2021,17/12/2023,30/05/2022,Miscellaneous,Mims Davies,4513,24/10/2021,,,"A regular volunteer radio presenter of a retro/dance show for the local community radio station, Mid Sussex Radio (previously Burgess Hill Radio).",Unpaid role
1264,,Trustee of Pelican Park Community Trust. This is an unpaid role.,02/12/2022,17/12/2023,,Miscellaneous,Karl Turner,4030,30/11/2022,,,Trustee of Pelican Park Community Trust. This is an unpaid role.,Unpaid role
1474,,"A Governor and a Member of the Council of Management, The Ditchley Foundation, an organisation that helps sustain peace, freedom and the rule of law; and works towards the renewal of democratic societies, states and alliances. This is an unpaid role.",06/07/2022,17/12/2023,,Miscellaneous,Rushanara Ali,4138,29/06/2022,,,"A Governor and a Member of the Council of Management, The Ditchley Foundation, an organisation that helps sustain peace, freedom and the rule of law; and works towards the renewal of democratic societies, states and alliances. This is an unpaid role.",Unpaid role
1606,,Member of the Town Board for Hereford. This is an unpaid role.,05/02/2020,17/12/2023,,Miscellaneous,Jesse Norman,3991,23/01/2020,,,Member of the Town Board for Hereford. This is an unpaid role.,Unpaid role
