ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails
4359,4353,Payment received on 12 October 2023 - £221.80,16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,12/10/2023,,Monetary,for subsidiary rights.,221.8,0,no additional hours,TRUE,Everyman’s Library,FALSE,"Northburgh House, 10 Northburgh St, London EC1V 0AT",,FALSE,,,
4289,4288,"Payment received on 27 October 2023 - £1,000.00",14/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Clive Lewis,4500,TRUE,27/10/2023,,Monetary,for recording six episodes of a podcast.,1000,52,approx,FALSE,,FALSE,,,FALSE,,,
3779,3778,Payment received on 26 October 2023 - £496.43,02/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Michael Shanks,4998,TRUE,26/10/2023,,Monetary,final payment for work as a teacher at Park Mains High School.,496.43,0,none since my election,FALSE,,FALSE,,,FALSE,,,
4111,4106,Payment received on 24 June 2022 - £100.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,24/06/2022,,Monetary,,100,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4326,4321,"Payment received on 27 July 2023 - £3,166.66",03/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,27/07/2023,,Monetary,for presenting four episodes of a current affairs programme.,3166.66,14,,FALSE,,FALSE,,,FALSE,,,
3879,3871,"Payment received on 01 March 2024 - £10,000.00",04/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,01/03/2024,,Monetary,for the rights to make a television series based on my book.,10000,0,no additional hours,TRUE,Mother Pictures Ltd,FALSE,"Biscuit Building, 10 Redchurch Street, London E2 7DD",,FALSE,,,
4336,4335,"Payment received on 03 October 2023 - £1,368.17",16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Mr Andrew Mitchell,1211,TRUE,03/10/2023,,Monetary,interim sales payment,1368.17,0,no additional hours,TRUE,Biteback Publishing,FALSE,"21 Marina Court, Castle Street, Hull HU1 1TJ",,FALSE,,,
4374,4367,Payment received on 23 November 2023 - £300.00,08/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,23/11/2023,,Monetary,for an appearance on the weekly New Paper Review slot in November 2023.,300,1,,FALSE,,FALSE,,,FALSE,,,
5127,4239,"Payment received on 25 August 2023 - £1,811.76",30/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Keir Mather,4993,TRUE,25/08/2023,,Monetary,as payment in lieu of notice.,1811.76,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
5021,5020,Payment received on 28 October 2023 - £758.00,01/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Pete Wishart,1440,TRUE,28/10/2023,,Monetary,,758,0,No additional hours,FALSE,,FALSE,,,FALSE,,,
3823,3818,Payment expected for services on 13 December 2023 - £150.00,13/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,13/12/2023,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
4134,4133,"Payment received on 11 January 2024 - £1,000.00",29/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dawn Butler,1489,TRUE,11/01/2024,,Monetary,for an appearance on the Black Women Rising podcast.,1000,4,,TRUE,Leanne Pero Foundation,FALSE,"Unit 419, Peckham Levels, Peckham Town Centre Car Park, Peckham, London SE15 4ST",,FALSE,,,
3805,3799,Payment received on 23 November 2023 - £50.00,22/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Alec Shelbrooke,3997,TRUE,23/11/2023,,Monetary,for an interview on the First Edition show on Talk TV on 19 October 2023.,50,0.25,,FALSE,,FALSE,,,FALSE,,,
4100,4087,Payment received on 04 December 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,04/12/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
4319,4308,"Payment received on 02 November 2023 - £1,968.00",09/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,02/11/2023,,Monetary,for five columns in the Daily Express.,1968,10,,FALSE,,FALSE,,,FALSE,,,
4317,4308,Payment received on 19 September 2023 - £500.00,10/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,19/09/2023,,Monetary,for a column in the Daily Express.,500,2,,FALSE,,FALSE,,,FALSE,,,
4347,4341,Payment received on 31 December 2023 - £966.97,04/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,31/12/2023,,Monetary,,966.97,28,,FALSE,,FALSE,,,FALSE,,,
4345,4341,"Payment received on 31 August 2023 - £1,287.54",04/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,31/08/2023,,Monetary,,1287.54,26,,FALSE,,FALSE,,,FALSE,,,
3886,3885,"Payment received on 22 September 2023 - £1,000.00",22/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,22/09/2023,,Monetary,for presenting a show on LBC.,1000,3,,FALSE,,FALSE,,,FALSE,,,
5121,4711,"Payment received on 29 December 2023 - £58,826.32",23/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,29/12/2023,,Monetary,(no VAT) for legal services provided between 1 May and 29 December 2024,58826.32,50,approx,FALSE,,FALSE,,,FALSE,,,
4179,4172,"Payment received on 31 January 2024 - £33,000.00",16/02/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,31/01/2024,,Monetary,(no VAT) for legal services provided between 1 February and 31 July 2023,33000,30,approx,FALSE,,FALSE,,,FALSE,,,
4360,4353,Payment received on 12 October 2023 - £105.71,16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,12/10/2023,,Monetary,for book royalties.,105.71,0,no additional hours,TRUE,Everyman’s Library,FALSE,"Northburgh House, 10 Northburgh St, London EC1V 0AT",,FALSE,,,
4362,4353,Payment received on 12 October 2023 - £151.10,16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,12/10/2023,,Monetary,for book royalties.,151.1,0,no additional hours,TRUE,HarperCollins Publishers Ltd,FALSE,"Westerhill Road, Bishopsbriggs, Glasgow G64 2QT",,FALSE,,,
5351,4239,"Payment received on 28 July 2023 - £2,433.44",11/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Keir Mather,4993,TRUE,28/07/2023,,Monetary,as my final monthly wage payment.,2433.44,0,none since my election,FALSE,,FALSE,,,FALSE,,,
4332,4331,"Payment received on 27 July 2023 - £4,000.00",03/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,27/07/2023,,Monetary,,4000,4,,FALSE,,FALSE,,,FALSE,,,
5405,4965,"Payment received on 16 February 2024 - £4,000.00",08/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Mark Pritchard,1576,TRUE,16/02/2024,,Monetary,for providing marketing advice between 1 January 2024 and 31 January 2024.,4000,12,,FALSE,,FALSE,,,FALSE,,,
3870,3869,"Payment received on 23 February 2024 - £20,520.60",04/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,23/02/2024,,Monetary,"comprised of a payment of £19,920.60 and accommodation for my husband and I valued at £600.",20520.6,6,,TRUE,Ananda Bazar Patrika (ABP)  Network,FALSE,"Ananda Bazar Patrika (ABP) Network, FC -12, Film City, Sector 16A, Noida, Uttar Pradesh - 201301, India",,FALSE,,,
4521,4341,Payment received on 29 February 2024 - £146.76,11/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,29/02/2024,,Monetary,,146.76,4,,FALSE,,FALSE,,,FALSE,,,
4088,4087,Payment received on 04 April 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,04/04/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4108,4106,Payment received on 10 March 2022 - £100.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,10/03/2022,,Monetary,,100,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4114,4106,Payment received on 13 October 2022 - £80.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,13/10/2022,,Monetary,,80,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4327,4321,"Payment received on 31 August 2023 - £8,014.51",19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,31/08/2023,,Monetary,for presenting eight episodes of a current affairs programme.,8014.51,30,,FALSE,,FALSE,,,FALSE,,,
4380,4379,Payment expected for services on 18 November 2023 - £600.00,20/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Lucy Powell,4263,FALSE,18/11/2023,,Monetary,for an appearance on an episode of Christmas University Challenge filmed on 18 November 2023.,600,4,,FALSE,,FALSE,,,FALSE,,,
4528,4172,"Payment received on 15 February 2024 - £1,500.00",11/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,15/02/2024,,Monetary,(no VAT) legal services provided between 5 January 2024 and 15 February 2024,1500,1.5,approx,FALSE,,FALSE,,,FALSE,,,
4401,4400,"Payment expected for services on 24 October 2023 - £1,000.00",13/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Angela Rayner,4356,FALSE,24/10/2023,,Monetary,for hosting an LBC Show on 24 October 2023.,1000,3,,FALSE,,FALSE,,,FALSE,,,
4373,4367,Payment received on 26 October 2023 - £600.00,21/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,26/10/2023,,Monetary,for two appearances on the weekly News Paper review slot in October 2023.,600,2,,FALSE,,FALSE,,,FALSE,,,
4517,4515,Payment received on 29 February 2024 - £409.20,05/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Ms Stella Creasy,4088,TRUE,29/02/2024,,Monetary,for two articles.,409.2,8,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.
4516,4515,Payment received on 11 January 2024 - £261.72,05/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Ms Stella Creasy,4088,TRUE,11/01/2024,,Monetary,for two articles.,261.72,4,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.
4794,4791,Payment expected for services on 25 November 2023 - £325.00,20/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Bernard Jenkin,40,FALSE,25/11/2023,,Monetary,,325,2,,FALSE,,FALSE,,,FALSE,,,
4534,3818,Payment expected for services on 17 January 2024 - £150.00,15/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,17/01/2024,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
4124,4122,"Payment received on 22 August 2023 - £4,580.00",08/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dawn Butler,1489,TRUE,22/08/2023,,Monetary,as a further advance for a book.,4580,0,no additional hours,TRUE,Penguin Random House,FALSE,"20 Vauxhall Bridge Road, London SW1V 2SA",,FALSE,,,
4128,4126,"Payment received on 20 September 2023 - £2,092.61",05/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dawn Butler,1489,TRUE,20/09/2023,,Monetary,"for being the British delegate to the 2023 Congressional Black Caucus in Washington DC, United States, comprised of a payment of £331.04 and accommodation with a value of £1,761.57.",2092.61,24,,FALSE,,FALSE,,,FALSE,,,
4019,4017,Payment received on 28 March 2023 - £167.20,05/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/03/2023,,Monetary,,167.2,10,,FALSE,,FALSE,,,FALSE,,,
4021,4017,Payment received on 28 July 2023 - £163.60,05/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/07/2023,,Monetary,,163.6,5,,FALSE,,FALSE,,,FALSE,,,
3925,3723,"Payment received on 25 July 2023 - £4,935.00",03/08/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,25/07/2023,,Monetary,"for seven shows on 4, 10, 11, 18 and 25 June 2023.",4935,22.5,in total including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3927,3723,Payment received on 26 September 2023 - £945.00,03/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,26/09/2023,,Monetary,for a show on 13 August 2023.,945,4.5,in total including preparation time,TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3940,3938,"Payment received on 06 December 2023 - £5,100.00",15/12/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,06/12/2023,,Monetary,for speaking at a Black History Month event on 24 October 2023.,5100,4,including preparation,TRUE,Proskauer Rose,FALSE,"110 Bishopsgate, London EC2N 4AY",law firm,FALSE,,,
4022,4017,Payment received on 28 September 2023 - £155.60,05/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/09/2023,,Monetary,,155.6,17.5,,FALSE,,FALSE,,,FALSE,,,
4024,4017,Payment received on 24 January 2024 - £307.60,24/01/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,24/01/2024,,Monetary,,307.6,10,,FALSE,,FALSE,,,FALSE,,,
3933,3723,"Payment received on 23 February 2024 - £5,460.00",27/02/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,23/02/2024,,Monetary,"for radio shows on 1, 7, 14, 21 and 28 January 2024.",5460,22.5,including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3941,3938,"Payment received on 18 December 2023 - £5,100.00",03/01/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,18/12/2023,,Monetary,for speaking at a Black History Month event on 9 November 2023.,5100,4,including preparation,TRUE,Freshfields Bruckhaus Deringer,FALSE,"100 Bishopsgate, London EC2P 2SR",law firm,FALSE,,,
4020,4017,Payment received on 28 June 2023 - £155.60,05/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/06/2023,,Monetary,,155.6,5.5,,FALSE,,FALSE,,,FALSE,,,
3928,3723,"Payment received on 24 November 2023 - £5,250.00",29/11/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,24/11/2023,,Monetary,"for five shows on 1, 8, 15, 22, and 29 October 2023.",5250,22.5,in total including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3930,3723,"Payment received on 05 January 2024 - £2,100.00",10/01/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,05/01/2024,,Monetary,for two shows on 5 and 26 November 2023.,2100,9,including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
4018,4017,Payment received on 28 October 2022 - £108.00,05/10/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/10/2022,,Monetary,,108,10,,FALSE,,FALSE,,,FALSE,,,
3926,3723,"Payment received on 25 August 2023 - £9,555.00",04/09/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,25/08/2023,,Monetary,"for nine shows on 2, 9, 16, 24, 25, 26, 27, 28, and 30 July 2023.",9555,40.5,in total including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3943,3942,Payment received on 07 December 2023 - £700.00,18/12/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Alicia Kearns,4805,TRUE,07/12/2023,,Monetary,for two articles for the Daily Express.,700,2,,FALSE,,FALSE,,,FALSE,,,
4023,4017,Payment received on 28 November 2023 - £231.60,28/11/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/11/2023,,Monetary,,231.6,6,,FALSE,,FALSE,,,FALSE,,,
4025,4017,Payment received on 28 February 2024 - £107.60,04/03/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Paulette Hamilton,4938,TRUE,28/02/2024,,Monetary,,107.6,6,,FALSE,,FALSE,,,FALSE,,,
3931,3723,"Payment received on 30 January 2024 - £9,030.00",05/02/2024,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,30/01/2024,,Monetary,"for eight shows on 3, 10, 17, 24, 27, 28, 29 and 31 December 2023.",9030,36,including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
3939,3938,"Payment received on 21 November 2023 - £5,100.00",21/11/2023,16/03/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,21/11/2023,,Monetary,for speaking at a Black History Month event on 13 October 2023.,5100,4,including preparation,TRUE,Microsoft UK,FALSE,"Microsoft Campus, Thames Valley Park, Reading RG6 1WG",,FALSE,,,
3685,3680,Payment received on 25 July 2023 - £500.00,10/08/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,25/07/2023,,Monetary,for two articles published on 3 and 16 June 2023,500,8,,FALSE,,FALSE,,,FALSE,,,
3687,3680,Payment received on 31 October 2023 - £250.00,13/11/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,31/10/2023,,Monetary,for an article published on 16 October 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3692,3680,Payment received on 06 February 2024 - £250.00,23/02/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,06/02/2024,,Monetary,for an article published on 24 January 2024,250,4,,FALSE,,FALSE,,,FALSE,,,
3676,3671,Payment received on 23 February 2024 - £750.00,26/02/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,23/02/2024,,Monetary,for an article published in the Sun on Sunday on 17 December 2023.,750,4,,FALSE,,FALSE,,,FALSE,,,
3702,3694,Payment received on 04 January 2024 - £400.00,17/01/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,04/01/2024,,Monetary,for an article in the Sunday Express published on 5 November 2023.,400,4,,FALSE,,FALSE,,,FALSE,,,
3674,3671,Payment received on 25 July 2023 - £750.00,10/08/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,25/07/2023,,Monetary,for an article published in the Sun on Sunday on 18 June 2023.,750,4,,FALSE,,FALSE,,,FALSE,,,
3686,3680,Payment received on 09 August 2023 - £250.00,10/08/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,09/08/2023,,Monetary,for an article published on 22 July 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3693,3680,Payment received on 20 February 2024 - £250.00,23/02/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,20/02/2024,,Monetary,for an article published on 9 November 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3722,3721,"Payment received on 29 September 2023 - £2,927.66",11/10/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Mr Mark Francois,1444,TRUE,29/09/2023,,Monetary,as residual royalties from the sale of a book.,2927.66,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
3675,3671,Payment received on 27 December 2023 - £750.00,03/01/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,27/12/2023,,Monetary,for an unpublished article written for the Sun on Sunday.,750,4,,FALSE,,FALSE,,,FALSE,,,
3679,3677,Payment received on 18 January 2024 - £600.00,22/01/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,18/01/2024,,Monetary,for an article published in the Mail on Sunday on 24 December 2023.,600,4,,FALSE,,FALSE,,,FALSE,,,
3701,3694,Payment received on 02 November 2023 - £400.00,13/11/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,02/11/2023,,Monetary,for an article published in the Express on 10 September 2023.,400,4,,FALSE,,FALSE,,,FALSE,,,
3703,3694,Payment received on 20 February 2024 - £200.00,20/02/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,20/02/2024,,Monetary,for an article published in the Express on 26 July 2023.,200,4,,FALSE,,FALSE,,,FALSE,,,
3688,3680,Payment received on 14 November 2023 - £250.00,11/12/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,14/11/2023,,Monetary,for an article published on 27 October 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3691,3680,Payment received on 27 December 2023 - £250.00,03/01/2024,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,27/12/2023,,Monetary,for an article published on 6 December 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3762,3758,Payment received on 23 July 2023 - £600.00,08/08/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Carolyn Harris,4480,TRUE,23/07/2023,,Monetary,,600,6,,FALSE,,FALSE,,,FALSE,,,
3763,3758,Payment received on 23 August 2023 - £600.00,06/09/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Carolyn Harris,4480,TRUE,23/08/2023,,Monetary,,600,6,,FALSE,,FALSE,,,FALSE,,,
3717,3715,"Payment received on 01 October 2023 - £1,158.56",12/10/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Chris Evans,4040,TRUE,01/10/2023,,Monetary,as royalties for a book.,1158.56,0,no additional hours,TRUE,Bloomsbury Publishing,FALSE,"50 Bedford Square, London WC1B 3DP",,FALSE,,,
3700,3694,Payment received on 03 October 2023 - £400.00,12/10/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,03/10/2023,,Monetary,for an article published in the Sunday Express on 6 August 2023.,400,4,,FALSE,,FALSE,,,FALSE,,,
3689,3680,Payment received on 12 December 2023 - £250.00,18/12/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,12/12/2023,,Monetary,for an article published on 28 October 2023,250,4,,FALSE,,FALSE,,,FALSE,,,
3690,3680,Payment received on 12 December 2023 - £250.00,18/12/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,12/12/2023,,Monetary,for an article published on 22 November 2023.,250,4,,FALSE,,FALSE,,,FALSE,,,
3765,3764,"Payment received on 21 September 2023 - £1,000.00",28/09/2023,13/03/2024,,Employment and earnings - Ad hoc payments,Carolyn Harris,4480,TRUE,21/09/2023,,Monetary,,1000,1,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
3641,3636,Payment received on 06 December 2023 - £735.00,20/12/2023,12/03/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,06/12/2023,,Monetary,,735,11,,FALSE,,FALSE,,,FALSE,,,
3643,3636,Payment received on 31 January 2024 - £665.00,21/02/2024,12/03/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,31/01/2024,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
3639,3636,Payment received on 29 November 2023 - £665.00,20/12/2023,12/03/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,29/11/2023,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
3642,3636,Payment received on 25 January 2024 - £665.00,21/02/2024,12/03/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,25/01/2024,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
3644,3636,Payment received on 21 February 2024 - £665.00,21/02/2024,12/03/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,21/02/2024,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
