ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2
15191,"Payment received on 15 April 2026 - £11,050.00",14243,2026-05-07,2026-05-08,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-04-15,,Monetary,,11050.00,13.00,For work undertaken between 1 and 31 March 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15191,
15163,Payment received on 15 April 2026 - £38.38,11502,2026-05-05,2026-05-06,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-04-15,,Monetary,,38.38,2.00,This is an approximate amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15163,
15116,"Payment received on 16 April 2026 - £10,000.00",11622,2026-05-05,2026-05-06,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-04-16,,Monetary,,10000.00,20.00,Up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15116,
15174,"Payment received on 28 April 2026 - £1,662.73",6053,2026-05-06,2026-05-06,,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2026-04-28,,Monetary,,1662.73,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15174,
15180,"Payment received on 29 April 2026 - £1,264.76",15179,2026-05-06,2026-05-06,,Employment and earnings - Ad hoc payments,40,Sir Bernard Jenkin,True,2026-04-29,,Monetary,This fee was in addition to the expenses covered for the visit to Madrid which is separately declared.,1264.76,4.00,"The engagement involved attending the Wake Up Spain defence conference in Madrid, as well as participating in one of the sessions, and at a lunch discussion, to discuss a CIVITAS paper I co-authored",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15180,
15172,"Payment received on 05 May 2026 - £8,181.25",6031,2026-05-05,2026-05-06,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2026-05-05,,Monetary,(Includes 15% to be deducted on account of Chambers' fees),8181.25,46.50,Approximate number of hours worked,True,Lime Solicitors,False,"Bridgeway House, Bridgeway, Stratford-upon-Avon, CV37 6YX",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15172,
15164,"Payment received on 01 May 2026 - £17,000.00",11008,2026-05-05,2026-05-06,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-05-01,Speaking engagement (York),Monetary,,17000.00,3.50,,True,HSBC UK Bank plc,False,"1 Centenary Square, Birmingham B1 1HQ",Banking & Financial Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15164,
15162,Payment received on 29 April 2026 - £126.24,11502,2026-05-05,2026-05-05,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-04-29,,Monetary,,126.24,8.00,This is an approximate amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15162,
15161,Payment received on 15 April 2026 - £200.00,4321,2026-05-05,2026-05-05,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-04-15,,Monetary,For one show.,200.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15161,
15142,"Payment received on 29 April 2026 - £4,000.00",12266,2026-04-30,2026-04-30,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2026-04-29,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15142,
15141,"Payment received on 30 April 2026 - £1,666.67",6031,2026-04-30,2026-04-30,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2026-04-30,,Monetary,,1666.67,8.00,Approximate number of hours worked,True,Fletchers Solicitors (Birmingham),False,"Suite A, Fifth Floor, 31 Temple Street, Birmingham",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15141,
15130,"Payment received on 29 April 2026 - £3,835.58",11413,2026-04-29,2026-04-29,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-04-29,,Monetary,,3835.58,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15130,
15132,"Payment received on 17 April 2026 - £1,000.00",13392,2026-04-29,2026-04-29,,Employment and earnings - Ad hoc payments,4613,Alex Burghart,True,2026-04-17,,Monetary,Paid for a speaking engagement.,1000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15132,
15111,Payment received on 23 April 2026 - £159.87,4353,2026-04-27,2026-04-27,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2026-04-23,,Monetary,,159.87,0.00,,True,Penguin Books Ltd,False,"One Embassy Gardens, 8 Viaduct Gardens, London, SW11 7BW, UK",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15111,
15106,"Payment received on 02 April 2026 - £25,625.00",14202,2026-04-27,2026-04-27,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-04-02,,Monetary,,25625.00,18.00,For work undertaken between 1 March and 29 April 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15106,
15104,Payment received on 31 March 2026 - £787.51,13468,2026-04-25,2026-04-27,2026-05-28,Employment and earnings - Ad hoc payments,5198,Chris Coghlan,True,2026-03-31,,Monetary,Army reservist pay,787.51,40.00,Estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15104,
15083,"Payment received on 31 March 2026 - £4,100.00",4136,2026-04-22,2026-04-22,,Employment and earnings - Ad hoc payments,1171,Liam Byrne,True,2026-03-31,,Monetary,Further advance on a book.,4100.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15083,
15068,Payment received on 15 April 2026 - £38.38,11502,2026-04-21,2026-04-21,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-04-15,,Monetary,,38.38,2.00,Estimated amount of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15068,
15069,Payment received on 01 April 2026 - £78.28,11502,2026-04-21,2026-04-21,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-04-01,,Monetary,,78.28,4.00,Estimated amount of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15069,
15065,Payment received on 16 April 2026 - £40.00,14425,2026-04-21,2026-04-21,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-04-16,,Monetary,Appearance on GB News 30th March 2026,40.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15065,
15054,Payment received on 02 April 2026 - £329.06,5320,2026-04-20,2026-04-21,,Employment and earnings - Ad hoc payments,4040,Chris Evans,True,2026-04-02,,Monetary,"Royalties from the book, Don Revie the biogrpahy",329.06,0.00,,True,Bloomsbury Publishing PLC,False,"50 Bedford Square, London WC1B 3DP",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15054,
15032,"Payment received on 09 April 2026 - £8,733.87",5988,2026-04-17,2026-04-17,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2026-04-09,,Monetary,All work carried out prior to July 2024,8733.87,29.00,approximate hours worked,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15032,
15035,"Payment received on 31 March 2026 - £3,089.00",4341,2026-04-17,2026-04-17,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2026-03-31,,Monetary,,3089.00,64.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15035,
15038,Payment received on 31 March 2026 - £950.00,11767,2026-04-17,2026-04-17,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-31,,Monetary,,950.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15038,
15036,"Payment received on 31 March 2026 - £1,219.00",4341,2026-04-17,2026-04-17,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2026-03-31,,Monetary,Reservist’s bounty payment for completion of commitment in year to 31 Dec 2024,1219.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15036,
15025,Payment received on 01 April 2026 - £400.00,12296,2026-04-16,2026-04-16,,Employment and earnings - Ad hoc payments,4500,Clive Lewis,True,2026-04-01,,Monetary,One article written,400.00,1.25,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15025,
15029,Payment received on 16 April 2026 - £323.08,5336,2026-04-16,2026-04-16,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2026-04-16,,Monetary,"Writing an article for the guardian, payment to be allocated to my staffing budget",323.08,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15029,
15024,Payment received on 19 March 2026 - £480.64,4286,2026-04-16,2026-04-16,,Employment and earnings - Ad hoc payments,4500,Clive Lewis,True,2026-03-19,,Monetary,Writing one article,480.64,1.25,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15024,
15021,"Payment received on 19 March 2026 - £16,400.00",14587,2026-04-15,2026-04-15,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-03-19,,Monetary,,16400.00,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15021,
15022,"Payment received on 31 March 2026 - £40,662.00",6852,2026-04-15,2026-04-15,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-03-31,,Monetary,,40662.00,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15022,
15017,"Payment received on 15 April 2026 - £3,146.50",11413,2026-04-15,2026-04-15,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-04-15,,Monetary,,3146.50,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15017,
14940,"Payment received on 25 March 2026 - £20,000.00",14778,2026-04-14,2026-04-14,,Employment and earnings - Ad hoc payments,4356,Angela Rayner,True,2026-03-25,,Monetary,,20000.00,3.00,,True,Coex Partners,False,"135 Bishopsgate, London EC2M 3TP",Financial services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14940,
15005,"Payment received on 02 April 2026 - £2,166.66",4308,2026-04-14,2026-04-14,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-04-02,,Monetary,For four full page columns in the Daily Express and four weekly podcasts.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15005,
15001,Payment received on 25 March 2026 - £289.04,15000,2026-04-14,2026-04-14,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2026-03-25,,Monetary,,289.04,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15001,
15011,Payment received on 14 April 2026 - £250.00,3680,2026-04-14,2026-04-14,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-04-14,,Monetary,Article published in the Telegraph on 5th April,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15011,
15009,"Payment received on 14 April 2026 - £1,400.00",11767,2026-04-14,2026-04-14,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-04-14,,Monetary,,1400.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/15009,
14995,Payment received on 10 April 2026 - £270.00,11234,2026-04-11,2026-04-13,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2026-04-10,,Monetary,,270.00,6.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14995,
14999,Payment received on 25 March 2026 - £206.50,10819,2026-04-13,2026-04-13,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2026-03-25,,Monetary,,206.50,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14999,
14990,Payment received on 10 April 2026 - £250.00,6031,2026-04-10,2026-04-10,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2026-04-10,,Monetary,(The figure includes 15% to be deducted on account of Chamber's expenses),250.00,3.00,Approximate number of hours worked,True,Irwin Mitchell LLP (Sheffield),False,"Riverside East, 2 Millsands, Sheffield, South Yorkshire S3 8DT",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14990,
14929,"Payment received on 20 March 2026 - £10,000.00",14928,2026-04-09,2026-04-09,,Employment and earnings - Ad hoc payments,4356,Angela Rayner,True,2026-03-20,,Monetary,,10000.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14929,
14486,Payment received on 23 January 2026 - £300.00,12134,2026-04-08,2026-04-08,,Employment and earnings - Ad hoc payments,4938,Paulette Hamilton,True,2026-01-23,,Monetary,"Jeremy Vine guest reviewer on the breakfast program, discussing current news affairs of the day",300.00,6.00,Maximum,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14486,
14966,"Payment received on 16 March 2026 - £20,000.00",14202,2026-04-08,2026-04-08,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-03-16,,Monetary,,20000.00,14.00,For work undertaken between 1 February and 16 March 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14966,
14965,"Payment received on 16 March 2026 - £60,000.00",14709,2026-04-08,2026-04-08,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-03-16,,Monetary,,60000.00,40.00,For work undertaken between 1 January and 31 March 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14965,
14967,"Payment received on 16 March 2026 - £11,050.00",14243,2026-04-08,2026-04-08,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-03-16,,Monetary,,11050.00,13.00,For work undertaken between 1 February and 28 February 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14967,
14945,Payment received on 09 March 2026 - £185.00,14944,2026-04-02,2026-04-07,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-09,,Monetary,Writing an article for the Wall Street Journal,185.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14945,
14958,"Payment received on 17 March 2026 - £2,250.00",10930,2026-04-07,2026-04-07,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2026-03-17,,Monetary,Articles,2250.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14958,
14947,Payment received on 25 March 2026 - £200.00,11719,2026-04-02,2026-04-07,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-25,,Monetary,Writing an article for The Times,200.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14947,
14946,Payment received on 01 April 2026 - £375.00,14944,2026-04-02,2026-04-07,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-04-01,,Monetary,Writing an article for the Wall Street Journal,375.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14946,
14948,Payment received on 25 March 2026 - £500.00,11719,2026-04-02,2026-04-07,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-25,,Monetary,Writing an article for The Sun,500.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14948,
14957,"Payment received on 26 March 2026 - £1,500.00",14954,2026-04-07,2026-04-07,,Employment and earnings - Ad hoc payments,4764,Bell Ribeiro-Addy,True,2026-03-26,,Monetary,,1500.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14957,
14937,"Payment received on 01 April 2026 - £3,185.69",11413,2026-04-01,2026-04-02,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-04-01,,Monetary,,3185.69,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14937,
14925,"Payment received on 20 March 2026 - £17,000.00",11008,2026-04-01,2026-04-01,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-03-20,Speaking engagement,Monetary,Speaking engagement at event on 19/3/26,17000.00,3.50,,True,HSBC UK Bank plc,False,"1 Centenary Square, Birmingham B1 1HQ",Banking & Financial Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14925,
