public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/14031,Kenny MacAskill,Employment and earnings,2020-01-11,2021-01-18,"Columnist, JPI Media for The Scotsman, Orchard Brae House, 30 Queensferry Road, Edinburgh EN4 2HS:",JPI Media; Orchard Brae House,
uk.org.publicwhip/person/14031,Kenny MacAskill,Employment and earnings,2020-01-11,2021-01-18,"Until further notice, I receive £200 per week. Hours: 3 hrs per week. (Registered 09 January 2020)",,200
uk.org.publicwhip/person/14031,Kenny MacAskill,Employment and earnings,2020-01-11,2021-01-18,"Until further notice, I receive £220 per month. Hours: 3 hrs per month. (Registered 09 January 2020)",,220
uk.org.publicwhip/person/14026,John Lamont,Miscellaneous,2020-01-11,2022-09-05 (latest),I am a member of the Law Society of England and Wales. (Registered 26 June 2017),the Law Society of England,
uk.org.publicwhip/person/14026,John Lamont,Miscellaneous,2020-01-11,2022-09-05 (latest),I am a member of the Rail Action Group East of Scotland (RAGES). (Registered 26 June 2017),the Rail Action Group East,
uk.org.publicwhip/person/14026,John Lamont,Miscellaneous,2020-01-11,2022-09-05 (latest),I am a trustee of the St Abbs Lifeboat Trust. (Registered 26 June 2017),the St Abbs Lifeboat Trust,
uk.org.publicwhip/person/14026,John Lamont,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: Diageo plc,,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-07-26,2022-09-05 (latest),Name of donor: Ian McVeigh,,
uk.org.publicwhip/person/14026,John Lamont,Miscellaneous,2020-01-11,2022-09-05 (latest),Solicitor (non-practising). (Registered 26 June 2017),,
uk.org.publicwhip/person/14026,John Lamont,"Gifts, benefits and hospitality from UK sources",2021-06-01,2022-05-30,Name of donor: The Football Association Premier League Ltd,The Football Association Premier League Ltd,
uk.org.publicwhip/person/14026,John Lamont,Visits outside the UK,2020-03-16,2021-02-15,Name of donor: CMEC UK MENA Ltd,,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Jill F Bristow,Jill F Bristow,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Malcolm McPherson,,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-10-26,Name of donor: Margaret McPherson,,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-10-26,Name of donor: Stephanie Newitt,,
uk.org.publicwhip/person/14026,John Lamont,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-04-27,Name of donor: ITV,ITV,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-04-27,Name of donor: Merse & Company Ltd,Merse & Company Ltd,
uk.org.publicwhip/person/14026,John Lamont,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-04-27,Name of donor: Miranda Jenkinson,,
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2022-02-28,2022-09-05 (latest),"24 February 2022, payment of £220 from Ipsos MORI, 3 Thomas More Square, London E1 1YW, for an opinion survey. Hours: 1.5 hrs. Fee paid to local community organisation. (Registered 24 February 2022)",,220
uk.org.publicwhip/person/13934,Virendra Sharma,"Gifts, benefits and hospitality from UK sources",2021-12-13,2022-09-05 (latest),Name of donor: R Famous Ltd,,
uk.org.publicwhip/person/13934,Virendra Sharma,"Gifts, benefits and hospitality from UK sources",2021-12-13,2022-09-05 (latest),Name of donor: SBI (UK LTD),UK LTD,
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-06-22,"13 May 2019, payment of £160 for completing an opinion survey. Hours: 30 mins. Fee paid to local community organisation. (Registered 06 June 2019)",,160
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-06-22,"16 May 2019, payment of £150 for completing two monthly opinion surveys. Hours: 1 hr. Fee paid to local community organisation. (Registered 06 June 2019)",,150
uk.org.publicwhip/person/13934,Virendra Sharma,Visits outside the UK,2020-01-11,2020-06-22,Name of donor: European Parliamentary Forum for Sexual and  Reproductive Rights,European Parliamentary Forum; Reproductive Rights,
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-06-22,"Payments from ComRes, Four Millbank, London SW1P 3JA:",ComRes,
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-06-22,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT:",YouGov; Featherstone Street,
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-01-11,"17 December 2018, payment of £75 for completing October 2018 opinion survey. Hours: 30 mins. Fee paid to local community organisation. (Registered 17 January 2019)",,75
uk.org.publicwhip/person/13934,Virendra Sharma,Employment and earnings,2020-01-11,2020-01-11,"2 January 2019, payment of £200 from Ipsos MORI, 3 Thomas More Square, London E1 1YW, for an opinion survey. Hours: 1.5 hrs. Fee paid to local community organisation. (Registered 17 January 2019)",,200
uk.org.publicwhip/person/13899,Stephen Farry,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 13 December 2019, Member of the Independent Commission on the College of the Future (Association of Colleges). (Registered 11 January 2020)",the Independent Commission; the College of the Future (Association of Colleges,
uk.org.publicwhip/person/13899,Stephen Farry,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 13 December 2019, Visiting Professor, the Senator George J Mitchell Institute for Global Peace, Security and Justice, the Queen's University of Belfast. (Registered 11 January 2020)",Justice; Queen's University of Belfast,
uk.org.publicwhip/person/13899,Stephen Farry,"Gifts, benefits and hospitality from UK sources",2021-10-18,2022-09-05 (latest),Name of donor: National Liberal Club,National Liberal Club,
uk.org.publicwhip/person/13899,Stephen Farry,Employment and earnings,2020-01-11,2021-01-18,"20 December 2019, received £394 as an outgoing Member of Northern Ireland Assembly, Parliament Buildings, Belfast BT4 3XX. Hours: 16 hrs between 13 and 16 December 2019. (Registered 11 January 2020)",Northern Ireland Assembly; Parliament Buildings,394
uk.org.publicwhip/person/13893,Mickey Brady,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-08-10,Name of donor: Friends of Al Aqsa,,
uk.org.publicwhip/person/13864,Jim Shannon,Visits outside the UK,2022-06-27,2022-09-05 (latest),Name of donor: Bellwether International,Bellwether International,
uk.org.publicwhip/person/13864,Jim Shannon,Visits outside the UK,2022-06-27,2022-09-05 (latest),Name of donor: Mankind is my Business,,
uk.org.publicwhip/person/13864,Jim Shannon,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),Part share in holiday home in USA: (i).,,
uk.org.publicwhip/person/13864,Jim Shannon,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),"Since February 2017, 40 acres land and farm at Ballygarvin: (i). (Registered 31 May 2010; updated 6 July 2017)",,
uk.org.publicwhip/person/13864,Jim Shannon,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Adam Armstrong,,
uk.org.publicwhip/person/13864,Jim Shannon,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Graham Donnan,,
uk.org.publicwhip/person/13864,Jim Shannon,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Jacob Lyons,,
uk.org.publicwhip/person/13864,Jim Shannon,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Paul Hollinger,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 19 July 2016, unpaid chair of charitable trust established by JTI/Gallaher to support job creation and skills development in Ballymena. (Registered 25 July 2016)",JTI/Gallaher; Ballymena,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Family members employed and paid from parliamentary expenses,2020-01-11,2022-09-05 (latest),"I employ my wife, Fiona Paisley, as part time Administrative Assistant. (Registered 12 April 2017)",,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2022-07-11,2022-09-05 (latest),Name of donor: John Pye Auctions Ltd,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2021-09-06,2022-09-05 (latest),Name of donor: Motorsport UK,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: R&A Championships Ltd,R&A Championships Ltd,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Miscellaneous,2021-06-28,2022-09-05 (latest),Since 30 April 2021 I have co-ordinated crowdfunding for a legal action by businesses and employers to challenge the Northern Ireland Protocol. (Registered 18 June 2021),the Northern Ireland Protocol,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-07-11,Name of donor: The Royal and Ancient Golf Club,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Employment and earnings,2020-07-20,2021-07-26,"Payment of £200 expected from Catholic Herald, Herald House, off Bunhill Row, 15 Lamb's Passage, London EC1Y 8TQ, for article written on 19 June 2020. Hours: 1 hr. (Registered 14 July 2020)",Catholic Herald; Herald House,200
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Visits outside the UK,2020-05-11,2021-04-26,Name of donor: Family and Life,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Visits outside the UK,2020-01-11,2020-08-10,Name of donor: Cornerstone Global Associates,Cornerstone Global Associates,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-07-20,"Name of donor:  Royal Automobile Club Motors Association Limited, trading as Motorsports UK",Royal Automobile Club Motors Association Limited,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,Employment and earnings,2020-01-11,2020-03-30,"7 March 2019, received £500 from Intelligence Squared, Newcombe House, 45 Notting Hill Gate, London W11 3LQ, for participation in discussion panel. Hours: 2 hrs. (Registered 13 March 2019)",Intelligence Squared; House,500
uk.org.publicwhip/person/13852,Ian Paisley Jnr,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-03-30,Name of donor: William Hill,,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2021-11-29,2022-09-05 (latest),"11 November 2021, received £1,023 from Hinckley and Bosworth Borough Council, Hinkley Hub, Rugby Road, Hinckley LE10 0FR, for an after dinner speech at the District Councils Network Conference. Hours: 3 hrs. (Registered 24 November 2021)",Hinckley; Bosworth Borough Council; Hinkley Hub; the District Councils Network Conference,"1,023"
uk.org.publicwhip/person/13736,Bob Neill,Miscellaneous,2020-01-11,2022-09-05 (latest),Barrister – not currently practising.,,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2022-09-05 (latest),"Director of RJMN Ltd, 145-157 St John Street, London EC1V 4PW, a strategic consultancy business. (Registered 11 April 2014)",RJMN Ltd,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-06-08,2022-09-05 (latest),"From 1 December 2016, consultant to the Substantia Group, a property and business consultancy. From 8 June 2020, I have the title of Senior Adviser. Between June 2017 and 7 June 2020, I had the title Non-Executive Chairman. Address: 55 Chislehurst Road, Chislehurst BR7 5NP. From 1 December 2016 until further notice, I receive £1,000 per month for providing strategic consultancy advice. Hours: 6 hrs per month. (Registered 22 December 2016; updated 08 June 2020)",the Substantia Group; Non-Executive; Chislehurst,"1,000"
uk.org.publicwhip/person/13736,Bob Neill,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),I own a residential flat in London: (i) and (ii).,,
uk.org.publicwhip/person/13736,Bob Neill,Visits outside the UK,2020-01-11,2022-09-05 (latest),Name of donor: HM Government of Gibraltar,,
uk.org.publicwhip/person/13736,Bob Neill,"Gifts, benefits and hospitality from UK sources",2020-01-11,2022-09-05 (latest),Name of donor: London City Airport,,
uk.org.publicwhip/person/13736,Bob Neill,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2022-09-05 (latest),Name of donor: The Chelwood Club,The Chelwood Club,
uk.org.publicwhip/person/13736,Bob Neill,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2022-09-05 (latest),"RJMN Ltd, a strategic consultancy business.",,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-06-08,2022-09-05 (latest),"The Hemming Group Ltd; a client of RJMN Ltd. Address: 32 Vauxhall Bridge Road, London SW1V 2SS. From 1 July 2018 until further notice, I receive £200 a month for a regular article in the Municipal Journal. Hours: 1.5 hrs per month. Any additional payments are listed below. (Registered 03 February 2015; updated 04 July 2018)",The Hemming Group Ltd; RJMN Ltd. Address; the Municipal Journal,200
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2021-03-01,2022-02-14,"From 1 September 2016 until 31 January 2021, consultant to Weightmans LLP; a client of RJMN Ltd. Address: Peat House, 1 Waterloo Way, Leicester LE1 6LP. I received £15,000 per annum for providing strategic consultancy advice. Hours: 6 hrs per month. (Registered 03 October 2016; updated 22 December 2016 and 25 February 2021)",RJMN Ltd. Address; Peat House,"15,000"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2021-01-18,2022-01-17,"17 December 2020, received £7,500 from the Masonic Charitable Foundation, 60 Great Queen Street, Holborn, London WC2B 5AZ, for providing strategic and communications advice. Hours: 10 hrs. (Registered 14 January 2021)",the Masonic Charitable Foundation,"7,500"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-05-11,2021-04-26,"30 March 2020, received £7,500 from the Masonic Charitable Foundation, a client of RJMN Ltd, for providing strategy and communications advice. Address: 60 Great Queen Street, Holborn, London WC2B 5AZ. Hours: 10 hrs. (Registered 30 April 2020)",the Masonic Charitable Foundation; RJMN Ltd,"7,500"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-06-08,2021-02-15,"From 1 September 2016, consultant to Weightmans LLP; a client of RJMN Ltd. Address: Peat House, 1 Waterloo Way, Leicester LE1 6LP. Until further notice, I receive £15,000 per annum for providing strategic consultancy advice. Hours: 6 hrs per month. (Registered 03 October 2016; updated 22 December 2016)",RJMN Ltd. Address; Peat House,"15,000"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-07-20,"21 June 2019, received £10,000 for additional strategic and corporate advice. Hours: 15 hrs. (Registered 18 July 2019)",,"10,000"
uk.org.publicwhip/person/13736,Bob Neill,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2020-06-08,"Camden Park Ltd, a consultancy. (Registered 18 July 2014)",Camden Park Ltd,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-06-08,"Director of Camden Park Ltd, 145-157 St John St, London EC1V 4PW; a consultancy. (Registered 18 July 2014)",Camden Park Ltd,
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-05-26,"From 1 December 2016, consultant to the Substantia Group, 55 Chislehurst Road, Chislehurst BR7 5NP. Until further notice, I will be paid £1,000 per month for providing strategic consultancy advice. Hours: 6 hrs per month. (Registered 22 December 2016)",the Substantia Group; Chislehurst,"1,000"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-05-26,"From 1 September 2016, consultant to Weightmans LLP; a client of RJMN Ltd. Address: Peat House, 1 Waterloo Way, Leicester LE1 6LP. Until further notice, I will receive £15,000 per annum for providing strategic consultancy advice. Hours: 6 hrs per month. (Registered 03 October 2016; updated 22 December 2016)",RJMN Ltd. Address; Peat House,"15,000"
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-05-26,"The Hemming Group Ltd; a client of RJMN Ltd. Address: 32 Vauxhall Bridge Road, London SW1V 2SS. From 1 July 2018 until further notice, I will receive £200 a month for a regular article in the Municipal Journal. Hours: 1.5 hrs per month. Any additional payments are listed below. (Registered 03 February 2015; updated 04 July 2018)",The Hemming Group Ltd; RJMN Ltd. Address; the Municipal Journal,200
uk.org.publicwhip/person/13736,Bob Neill,Employment and earnings,2020-01-11,2020-05-26,"Until 30 April 2019, Rolton Kilbride Ltd; a client of RJMN Ltd. Address: Bury House, 1-3 Bury St, Guildford GU2 4AW. Energy and infrastructure providers. From 1 February 2017 onwards, I received £500 every month for providing strategic consultancy advice. Hours: 3 hrs per month. (Registered 10 October 2014; updated 15 March 2017 and 07 May 2019)",Rolton Kilbride Ltd; RJMN Ltd. Address; House,500
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),"10 November 2021, payment of £120 for a survey completed on 11 October 2021. Hours: 30 mins. (Registered 25 November 2021)",,120
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),"19 November 2021, payment of £120 for a survey completed on 10 November 2021. Hours: 30 mins. (Registered 25 November 2021)",,120
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),"21 July 2021, payment of £120 for a survey completed on 14 June 2021. Hours: 30 mins. (Registered 25 November 2021)",,120
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),"29 November 2021, payment of £120 from CMD Polling Ltd, 31 Carolside Avenue, Glasgow G76 7AA, for a survey completed on 10 October 2021. Hours: 30 mins. Fee paid direct to charity. (Registered 29 November 2021)",CMD Polling Ltd,120
uk.org.publicwhip/person/12004,Angus MacNeil,"Gifts, benefits and hospitality from UK sources",2022-03-14,2022-09-05 (latest),Name of donor: British Phonographic Industry,British Phonographic Industry,
uk.org.publicwhip/person/12004,Angus MacNeil,Visits outside the UK,2022-05-16,2022-09-05 (latest),Name of donor: Ministry of Foreign Affairs of the State of Qatar,Ministry of Foreign Affairs; the State of,
uk.org.publicwhip/person/12004,Angus MacNeil,Visits outside the UK,2021-11-29,2022-09-05 (latest),"Name of donor: Ministry of Foreign Affairs, Qatar",Ministry of Foreign Affairs,
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),Payment of £100 expected for a survey completed on 16 November 2021. Hours: 30 mins. (Registered 25 November 2021),,100
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2021-11-29,2022-09-05 (latest),"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys. All fees paid direct to charity.",YouGov; Featherstone Street,
uk.org.publicwhip/person/12004,Angus MacNeil,Employment and earnings,2020-01-11,2022-09-05 (latest),Tenant crofter on the Island of Barra.,,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-11-29,2022-05-30,"Until 30 May 2021, flat in Glasgow: (i) and (ii). (Updated 23 November 2021)",,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-11-29,2022-05-30,"Until 30 May 2021, flat in London: (i) and (ii). (Updated 23 November 2021)",,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-11-29,2022-05-30,"Until 30 May 2021, joint ownership of house in Fort William: (i). (Updated 23 June 2015 and 23 November 2021)",,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-11-15,Flat in Glasgow: (i) and (ii).,,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-11-15,Flat in London: (i) and (ii).,,
uk.org.publicwhip/person/12004,Angus MacNeil,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-11-15,Joint ownership of house in Fort William: (i). (Updated 23 June 2015),,
uk.org.publicwhip/person/12004,Angus MacNeil,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-09-28,Name of donor: Arora Group,Arora Group,
uk.org.publicwhip/person/12004,Angus MacNeil,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-04-27,Name of donor: BT Scotland,BT Scotland,
uk.org.publicwhip/person/11973,Stewart Hosie,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-05-26,Name of donor: Dundee United Football Club,Dundee United Football Club,
uk.org.publicwhip/person/11970,David Mundell,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: Diageo plc,,
uk.org.publicwhip/person/11970,David Mundell,Visits outside the UK,2021-11-15,2022-09-05 (latest),"Name of donor: Ministry of Foreign Affairs, Qatar",Ministry of Foreign Affairs,
uk.org.publicwhip/person/11970,David Mundell,Visits outside the UK,2022-06-27,2022-09-05 (latest),Name of donor: RESULTS UK,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-08-23,2022-07-11,Name of donor: IX Wireless Ltd,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-03-02,2021-02-15,Name of donor: Glenrath Farms Ltd,Glenrath Farms Ltd,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: David Stevenson,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: James Stewart,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Kirklee Property Company (2) Ltd,Kirklee Property Company,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Lord Phillip C Harris,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Mary Coltman,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Stewart Grieve,,
uk.org.publicwhip/person/11970,David Mundell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-10-26,Name of donor: Sir Henry Neville Lindley Keswick,,
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2022-05-03,2022-09-05 (latest),"Director of MAP Advisory Ltd (previously Mark Pritchard Advisory Ltd until 25 March 2022), c/o Gallaghers, 2nd Floor, 69/85 Tabernacle Street, London EC2A 4RR. (Registered 7 September 2013; updated 7 July 2015 and 25 April 2022)",MAP Advisory Ltd; London EC2A 4RR,
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2022-06-13,2022-09-05 (latest),"From 1 April 2022 until further notice, I provide strategic marketing counsel to Strategeast; a non-profit organisation which promotes the rule of law in Eurasian countries through the digital economy and a client of MAP Advisory Ltd. Address: 1900K Street NW, Suite 100, Washington DC 20006, USA. I receive £2,083.33 per month. Hours: 10 hrs a month. First payment received on 9 May 2022. (Registered 06 June 2022)",MAP Advisory Ltd. Address,"2,083.33"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2022-08-08,2022-09-05 (latest),"From 1 February 2022 until 4 August 2022, I provided strategic marketing counsel to RE People Ltd; an employment placement agency and a client of MAP Advisory Ltd. Address: Manor Park Place Rutherford Way, Swindon Village, Cheltenham GL51 9TU. I received £2,083.33 per month. Hours: 15 hrs a month. First payment received on 24 March 2022, final payment on 4 August 2022. (Registered 25 April 2022; updated 08 August 2022)",MAP Advisory Ltd. Address; Cheltenham,"2,083.33"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2022-07-11,2022-09-05 (latest),"From 1 May 2022 until further notice, I provide strategic marketing communications advice to Linden Energy Holdings, Inc; an energy development company and a client of MAP Advisory Ltd. Address: 700 Milam Street, Suite 1300, Houston, Texas, 77002, USA. I receive £3,900 per month. Hours: 12 hrs a month. First payment received on 6 June 2022. (Registered 01 July 2022)",Linden Energy Holdings; Inc; MAP Advisory Ltd. Address; Milam Street,"3,900"
uk.org.publicwhip/person/11946,Mark Pritchard,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-04-12,2022-09-05 (latest),"From 31 March 2021, flat in London: (i) and (ii). (Registered 31 March 2021)",,
uk.org.publicwhip/person/11946,Mark Pritchard,(i) Shareholdings: over 15% of issued share capital,2022-05-03,2022-09-05 (latest),MAP Advisory Ltd (previously Mark Pritchard Advisory Ltd until 25 March 2022). (07 September 2013; updated 25 April 2022),,
uk.org.publicwhip/person/11946,Mark Pritchard,"Gifts, benefits and hospitality from UK sources",2021-11-01,2022-09-05 (latest),Name of donor: FuseMetrix Group Ltd,FuseMetrix Group Ltd,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2022-05-03,2022-09-05 (latest),Name of donor: Israel Allies Foundation,Israel Allies Foundation,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2022-05-16,2022-09-05 (latest),Name of donor: Ministry of Foreign Affairs of the State of Qatar,Ministry of Foreign Affairs; the State of,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2022-07-11,2022-09-05 (latest),Name of donor: Parliamentarians for Global Action (PGA),,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2021-11-29,2022-09-05 (latest),Name of donor: Qatar International Academy for Security Studies.,Qatar International Academy for Security Studies,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2021-10-04,2022-09-05 (latest),Name of donor: Verkhovna Rada of Ukraine (Member of Parliament Activities Support Fund),Verkhovna Rada; Parliament Activities Support Fund,
uk.org.publicwhip/person/11946,Mark Pritchard,"Gifts, benefits and hospitality from UK sources",2021-09-06,2022-08-08,Name of donor: R&A Championships Ltd,R&A Championships Ltd,
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2022-05-03,2022-07-11,"From 1 February 2022 until further notice, I provide strategic marketing counsel to RE People Ltd; an employment placement agency and a client of MAP Advisory Ltd. Address: Manor Park Place Rutherford Way, Swindon Village, Cheltenham GL51 9TU. I receive £2,083.33 per month. Hours: 15 hrs a month. First payment received on 24 March 2022. (Registered 25 April 2022)",MAP Advisory Ltd. Address; Cheltenham,"2,083.33"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2022-04-19,"Director of Mark Pritchard Advisory Ltd, c/o Gallaghers, 2nd Floor, 69/85 Tabernacle Street, London EC2A 4RR. (Registered 7 September 2013; updated 7 July 2015)",Mark Pritchard Advisory Ltd; London EC2A 4RR,
uk.org.publicwhip/person/11946,Mark Pritchard,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2022-04-19,Mark Pritchard Advisory Ltd. (Registered 07 September 2013),Mark Pritchard Advisory Ltd.,
