ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination,VisitLocations_3_Country,VisitLocations_3_Destination,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,Link_1
3142,,International visit to Finland between 02 November 2023 and 04 November 2023,2023-11-07,2023-12-17,,Visits outside the UK,Charlotte Nichols,4799,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,False,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, meals and transport",839.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3142
3151,,International visit to Belgium between 24 October 2023 and 25 October 2023,2023-11-21,2023-12-17,,Visits outside the UK,Wes Streeting,4504,,Belgium,Brussels,"Visiting to attend a short programme, discussing science and tech policy.",24/10/2023,25/10/2023,,,TBI,False,"One Bartholomew Close, London EC1A 7BL",In kind,"Return Eurostar ticket, food and accommodation (value is estimated)",1436.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3151
4278,,International visit to France between 25 January 2024 and 27 January 2024,2024-02-20,2023-12-17,,Visits outside the UK,Yvette Cooper,420,,France,Paris,Attending and speaking at the Franco-British Colloque 2024 in my capacity as Shadow Home Secretary.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Accommodation, transport and food",1011.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4278
3649,,International visit to Brazil between 01 February 2024 and 02 February 2024,2024-02-14,2023-12-17,,Visits outside the UK,Claire Hanna,4827,,Brazil,,Attending St Brigid's Day event on Good Friday Agreement and reconciliation.,01/02/2024,02/02/2024,,,"Embassy of Ireland, Brazil (Irish Department of Foreign Affairs,)",False,"Brazil SHIS QL 2 conjunto 05 casa 09, Lago Sul, Brasília, DFCEP 71630-255, Brazil",In kind,"International and internal flights, accommodation",900.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3649
3634,,International visit to United Arab Emirates between 04 December 2023 and 08 December 2023,2024-01-08,2023-12-17,,Visits outside the UK,Dan Carden,4651,,United Arab Emirates,Dubai,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend COP 28 UAE and related meetings",04/12/2023,08/12/2023,,,"United Arab Emirates, Federal National Council",False,"Abu Dhabi, P.O. Box 836, UAE",In kind,Hotel accommodation and in-country transport,1250.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3634
4273,,International visit to Tanzania between 10 February 2024 and 17 February 2024,2024-02-27,2023-12-17,,Visits outside the UK,Apsana Begum,4790,,Tanzania,Zanzibar,Study tour on Sexual and Reproductive Health and Rights and International Development,10/02/2024,17/02/2024,"APPG on Population, Development and Reproductive Health (PDRH)",,"APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the European Parliamentary Forum on Reproductive Rights)",False,"House of Commons, Westminster, London SW1A 0AA.",In kind,"Flights and visa (£1,241.29); accommodation (£475.32); other travel (£283.06); per diem, food and drinks (£287.70); and misc costs (£23.25)",2310.62,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4273
3658,,International visit to United Arab Emirates between 03 December 2023 and 06 December 2023,2023-12-14,2023-12-17,,Visits outside the UK,Afzal Khan,4671,,United Arab Emirates,Dubai,To attend COP28 Summit in Dubai for meetings and to moderate a panel on health inequalities and climate change.,03/12/2023,06/12/2023,,,Unitas Communications,False,"Unitas Communications, 1 St Mark Street, London E1 8DA",In kind,"International flights (£3,719.89) and accommodation (£742.04)",4461.93,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3658
3659,,International visit to Kazakhstan between 13 December 2023 and 19 December 2023,2023-12-19,2023-12-17,,Visits outside the UK,Afzal Khan,4671,,Kazakhstan,,"Meetings with the Ministry of Foreign Affairs, Members of Parliament and British Ambassador about the economic and cultural relationship between the UK and Kazakhstan.",13/12/2023,19/12/2023,,,Embassy of Kazakhstan in the United Kingdom,False,"Kazakhstan House, 125 Pall Mall, London SW1Y 5EA",In kind,"International flights (£2,897), accommodation (£550), transport (£100) and subsistence (£150)",3697.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3659
1666,,International visit to Spain between 10 September 2023 and 11 September 2023,2023-10-12,2023-12-17,,Visits outside the UK,Liz Saville Roberts,4521,,Spain,"Barcelona, Catalunya",To speak at an international political conference.,10/09/2023,11/09/2023,,,Greens/EfA Group at the European Parliament,False,"European Parliament, Louise Weiss Building, 1 Allée du Printemps, F-67070 Strasbourg",In kind,Return flights for a member of staff to accompany me (£255); taxi costs to and from Barcelona Airport (£70); and hotel accommodation for two people (estimated at £400),725.00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1666
1288,,International visit between 25 September 2023 and 29 September 2023,2023-10-11,2023-12-17,,Visits outside the UK,Stephen Morgan,4653,,Palestine,,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestine,False,"33A Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, transport and food",1695.00,True,Israel,Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1288
1827,,International visit between 23 September 2023 and 28 September 2023,2023-10-27,2023-12-17,2023-10-30,Visits outside the UK,Afzal Khan,4671,,Pakistan,,Visit areas affected by 2022 flooding.,23/09/2023,28/09/2023,,,Islamic Relief UK,False,"UK Head Office, 16 Lower Marsh, London SE1 7RJ",In kind,International flights (£942.26); domestic flights and transportation (£190.81); accommodation (£419.81); and food (£200),1752.88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1827
2100,,International visit between 12 October 2023 and 15 October 2023,2023-10-26,2023-12-17,,Visits outside the UK,Shabana Mahmood,3914,,Spain,,To attend and speak at the Concordia Forum.,12/10/2023,15/10/2023,,,Unitas Communications,False,"1 St. Mark Street, London E1 8DA",In kind,"Flights, accommodation and airport transfer",2380.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2100
3203,,International visit between 27 November 2023 and 30 November 2023,2023-12-05,2023-12-17,,Visits outside the UK,Lisa Nandy,4082,,Zambia,Lusaka,To demonstrate the impact UK aid has in communities in Zambia in my capacity of Shadow Minister for International Development.,27/11/2023,30/11/2023,,,Children's Investment Fund Foundation,False,"7 Clifford Street, London W1S 2FT",In kind,"Flights, accommodation, meals and vaccinations for me and member of staff",2988.40,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3203
3435,,International visit to United Arab Emirates between 01 December 2023 and 08 December 2023,2024-01-02,2023-12-17,,Visits outside the UK,Anna McMorrin,4632,,United Arab Emirates,Dubai,To attend the COP28 Summit in Dubai as part of my work with the APPG on Sustainable Finance.,01/12/2023,08/12/2023,All-Party Parliamentary Group on Sustainable Finance,,The Athena Foundation,False,"Midas House, First Floor, Goldsworth Road, Woking GU21 6LQ",In kind,"Airfare, accommodation and hospitality",815.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3435
3624,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,2024-01-05,2023-12-17,,Visits outside the UK,Rushanara Ali,4138,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3624
4272,,International visit to Israel between 14 February 2024 and 18 February 2024,2024-02-27,2023-12-17,,Visits outside the UK,Fleur Anderson,4788,,Israel,,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,False,"Star House 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance",2440.00,True,Palestine,Occupied Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4272
4282,,International visit to Israel between 14 February 2024 and 18 February 2024,2024-02-22,2023-12-17,,Visits outside the UK,Helen Hayes,4510,,Israel,,"Cross-party delegation to meet with civilians affected by the ongoing war, NGOs, peace activists, and official spokespeople.",14/02/2024,18/02/2024,,,Yachad,False,Star House 104-108 Grafton Road NW5 4BA.,In kind,"Hotels (£717), insurance (£432), transport (£108), food (£307), speaker fees/meeting room costs (£213) and flights (£661)",2438.00,True,Palestine,Occupied Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4282
3249,,International visit to Israel between 03 January 2024 and 07 January 2024,2024-01-08,2023-12-17,,Visits outside the UK,Greg Smith,4778,,Israel,,Fact finding political delegation.,03/01/2024,07/01/2024,,,Conservative Friends of Israel Ltd (CFI Ltd),False,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",2450.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3249
3311,,International visit to Singapore between 03 December 2023 and 07 December 2023,2023-12-27,2023-12-17,,Visits outside the UK,Wes Streeting,4504,,Singapore,,To take part in the Lee Kuan Yew Exchange Fellowship meeting Singapore Government officials and learn about their health and social care system.,03/12/2023,07/12/2023,,,Singapore Government,False,"Orchard Road, Istana, Singapore 238823",In kind,"For me and a member of staff, flights, accommodation, transport, events, visits and meals (value is estimated)",17591.00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3311
3135,,International visit to Switzerland between 17 October 2023 and 20 October 2023,2023-11-07,2023-12-17,,Visits outside the UK,Dr Rupa Huq,4511,,Switzerland,Geneva,To participate in the UNECE Regional Conference on ICPD 30 Population and Development: Ensuring Rights and Choices at the United Nations.,17/10/2023,20/10/2023,,,European Parliamentary Forum for Sexual and Reproductive Rights,False,"Rue Montoyer 23, 1000 Brussels",In kind,"Flights, hotel, per diem, taxi and UK transport",1522.07,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3135
3204,,International visit to United States between 13 November 2023 and 16 November 2023,2023-11-29,2023-12-17,,Visits outside the UK,Ms Marie Rimmer,4457,,United States,Washington DC,"Delegation of Conservative and Labour MPs convened by CGP's 1946 Caucus, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£458.90); hotel accommodation, including breakfasts £1,575.60; economy flights (£2,227.90); and food (£441.80) (value is estimated)",4704.20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3204
3392,,International visit to Israel between 09 January 2024 and 11 January 2024,2024-02-06,2023-12-17,,Visits outside the UK,Christian Wakeford,4871,,Israel,,"Fact-finding visit. Meetings with Israeli politicians, academics, activists and diplomats.",09/01/2024,11/01/2024,,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3392
3396,,International visit to Ireland between 03 February 2024 and 05 February 2024,2024-02-12,2023-12-17,,Visits outside the UK,Sir John Whittingdale,39,,Ireland,Dublin,To attend the Dublin Racing Festival.,03/02/2024,05/02/2024,,,Betting and Gaming Council,False,"1 Bedford Row, London WC1R 4BU",In kind,"Two tickets to the Dublin Racing Festival, including flights and accommodation",1290.00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3396
3148,,International visit to Belgium between 23 October 2023 and 25 October 2023,2023-11-21,2023-12-17,,Visits outside the UK,Peter Kyle,4505,,Belgium,Brussels,"To attend a short programme, discussing science and tech policy.",23/10/2023,25/10/2023,,,TBI,False,"One Bartholomew Close, London EC1A 7BL",In kind,"Eurostar return train travel, food and accommodation",1694.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3148
3005,,International visit to Jordan between 23 October 2023 and 27 October 2023,2023-11-16,2023-12-17,,Visits outside the UK,Neil Coyle,4368,,Jordan,,"Meetings with high-level Jordanian Government ministers, ambassadors and Jordanian royal family members, visits to refugee camps and military regions to foster links between the UK and Jordan and understand the challenges and issues that Jordan is facing.",23/10/2023,27/10/2023,,,Government of Jordan,False,"Abdali, King Hussein Street - Building No. 205, P.O. Box 72, 11181 Amman",In kind,"Flights (£833), accommodation and meals (£500) and sundries (£417)",1750.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3005
2998,,International visit to Jordan between 23 October 2023 and 27 October 2023,2023-11-21,2023-12-17,,Visits outside the UK,Dan Carden,4651,,Jordan,Amman,"Delegation to Amman, Jordan including meetings with the Speaker of the House of Representatives, King Abdullah II of Jordan, Ministers and parliamentarians and a visit to Za'atri Refugee Camp.",23/10/2023,27/10/2023,,,Jordanian Embassy in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£833), accommodation, meals and transport (£1,000)",1833.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2998
4283,,International visit to United States between 02 February 2024 and 14 February 2024,2024-02-26,2023-12-17,,Visits outside the UK,Peter Kyle,4505,,United States,,"Meetings with political counterparts in Washington, as well as tech and digital firms on the West Coast. Visiting San Francisco for meetings with tech and digital firms.",02/02/2024,14/02/2024,,,Lord David Sainsbury,True,,Monetary,"received on 21 February as reimbursement for flights, travel and accommodation",10906.62,True,,,,,Hakluyt and Company,False,"34 Upper Brook Street, London W1K 7QS",In kind,Driver hire in San Francisco between meetings,2758.95,True,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4283
3351,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,2023-12-19,2023-12-17,,Visits outside the UK,Dave Doogan,4736,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flights (£660), and subsistence (estimated at a maximum of £100)",1519.65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3351
3356,,International visit to France between 25 January 2024 and 26 January 2024,2024-02-07,2023-12-17,,Visits outside the UK,Stephen Doughty,4264,,France,Paris,"To participate in the Franco-British Colloque, engaging with French and British leaders across politics, industry, media, civil society and government in my role as Shadow Minister for Europe and North America.",25/01/2024,26/01/2024,,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Accommodation, transfers and hospitality",581.50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3356
3442,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,2024-01-05,2023-12-17,,Visits outside the UK,Chi Onwurah,4124,,United Arab Emirates,Dubai,"As part of a Labour Climate and Environment Forum delegation to COP28, to learn about the negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.",08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3442
3234,,International visit to Qatar between 25 November 2023 and 30 November 2023,2023-12-19,2023-12-17,,Visits outside the UK,Yasmin Qureshi,3924,,Qatar,Doha,Participate at the World Innovation Summit for Education 2023 focusing on the future of education in light of emerging technologies such as artificial intelligence and meet senior Qatari foreign policy and education officials.,25/11/2023,30/11/2023,,,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5800.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3234
4276,,International visit to Cyprus between 13 February 2024 and 16 February 2024,2024-02-23,2023-12-17,,Visits outside the UK,Bambos Charalambous,4610,,Cyprus,Nicosia,"APPG for Cyprus visit to meet the President, Speaker, Members of the Republic of Cyprus Parliament, NGOs and members from civil society to get an update on the current situation in Cyprus and prospects for peace talks.",13/02/2024,16/02/2024,APPG for Cyprus,,House of Representatives of the Republic of Cyprus,False,"1102 Nicosia, Cyprus",In kind,"Hotel accommodation for three nights (£459), transport (£182.75) and meals (£106.25)",748.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4276
3656,,International visit to France between 24 January 2024 and 27 January 2024,2024-01-31,2023-12-17,,Visits outside the UK,Darren Jones,4621,,France,Versilles,To take part in the Franco-British Colloque.,24/01/2024,27/01/2024,,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Travel, accommodation and dinners during a two night stay",1003.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3656
3139,,International visit to Jordan between 23 October 2023 and 26 October 2023,2023-11-09,2023-12-17,,Visits outside the UK,Alicia Kearns,4805,,Jordan,,"Meetings with Jordanian Government, Parliamentarians and Jordanian Armed Forces.",23/10/2023,26/10/2023,,,Embassy of the Hashemite Kingdom of Jordan in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£466.90), accommodation and meals (£500)",966.90,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3139
3660,,International visit to Isle of Man between 28 January 2024 and 29 January 2024,2024-01-31,2023-12-17,,Visits outside the UK,Afzal Khan,4671,,Isle of Man,,"Meetings with the Pakistani community of the Isle of Man, the Treasury Minister, the Lieutenant governor, and Members of the House of Keys.",28/01/2024,29/01/2024,,,Saif Rahman,True,,In kind,"Flights (£210.96), accommodation (£82.45) and subsistence (£30)",323.41,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3660
3655,,International visit to Israel between 03 January 2024 and 05 January 2024,2024-01-08,2023-12-17,,Visits outside the UK,Robert Jenrick,4320,,Israel,,Fact finding political delegation.,03/01/2024,05/01/2024,,,Conservative Friends of Israel Ltd (CFI Ltd),False,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",1700.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3655
1997,,International visit to Pakistan between 22 September 2023 and 30 September 2023,2023-10-23,2023-12-17,,Visits outside the UK,Andrew Gwynne,1506,,Pakistan,and Azad Kashmir,"To attend high level meetings with government officials to discuss ways of bringing peace and stability to the region and to visit health, development and refugee projects with a delegation of British Parliamentarians and Community Leaders.",22/09/2023,30/09/2023,,,Government of Pakistan,False,"Foreign Office Building, Constitution Avenue,G-5, Islamabad",In kind,Flights,1360.00,True,,,,,Government of Azad Jammu and Kashmir,False,"Near Bank Square, Lower Chatter, Muzaffarabad 13100",In kind,accommodation and meals,640.00,True,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1997
3013,,International visit to Finland between 02 November 2023 and 04 November 2023,2023-11-21,2023-12-17,,Visits outside the UK,Sir Mark Hendrick,473,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,False,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, transport and meals",839.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3013
3397,,International visit to Somalia between 25 January 2024 and 28 January 2024,2024-02-12,2023-12-17,,Visits outside the UK,Sir Gavin Williamson,4108,,Somalia,Somaliland,"Visit to discuss politics and geopolitics in the Horn of Africa, including meetings with ministers and officials.",25/01/2024,28/01/2024,,,Somaliland Foreign Ministry,False,"Hargeisa, Somaliland",In kind,"Flights, accommodation, meals and miscellaneous costs",5150.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3397
3647,,International visit to Switzerland between 02 January 2024 and 06 January 2024,2024-01-22,2023-12-17,2024-02-05,Visits outside the UK,Andrew Griffith,4874,,Switzerland,Davos,68th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland.,02/01/2024,06/01/2024,APPG for Switzerland,,Davos Klosters Bergbahnen AG,False,"Brämabüelstrasse 11, 7270 Davos",In kind,"For two people, discounted ski-passes and guiding",1150.00,False,,,,,Skigruppe der Bundesversammlung,True,,In kind,"For two people, hospitality (I paid all other costs)",300.00,False,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3647
3145,,International visit to Finland between 02 November 2023 and 04 November 2023,2023-11-07,2023-12-17,,Visits outside the UK,Liz Saville Roberts,4521,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,False,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, meals and transport (Repaid to the donor on 10 November 2023)",839.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3145
3131,,International visit to United States between 22 October 2023 and 26 November 2023,2023-11-07,2023-12-17,,Visits outside the UK,Barry Gardiner,146,,United States,Washington DC,"Participate in four events with ICCF’s network of parliamentarians, plastic debris, food security, stewardship of natural areas, illegal, unreported and unenforced fishing and participation in ICCFs International Conservation Leadership Awards",22/10/2023,26/11/2023,,,International Conservation Caucus Foundation,False,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,Travel and hospitality.,2155.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3131
1949,,International visit between 02 October 2023 and 06 October 2023,2023-10-24,2023-12-17,,Visits outside the UK,Dame Nia Griffith,1541,,Oman,,Fact finding visit to find out more about the important relationship between Oman and the UK.,02/10/2023,06/10/2023,,,Sariya Al Hadi & Ali Al Rashdi & Co. Advocates & Legal Consultants,False,"4th Floor,  Bait Al Reem, Thaqafah St, Al Khuwair, P.O Box 2746,  PC 130 Athaibah, Muscat, Oman",In kind,"Accommodation (£974.95) and travel (£5,640.84)",6615.79,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1949
1757,,International visit to Pakistan between 19 September 2023 and 28 September 2023,2023-10-27,2023-12-17,2023-11-03,Visits outside the UK,Naz Shah,4409,,Pakistan,"Islamabad, Mirpur, Muzaffarabad and other locations in Azad Jammu and Kashmir",Part of a delegation invited by the Government of Azad Jammu and Kashmir.,19/09/2023,28/09/2023,,,Azad Government of the State of Jammu & Kashmir Services & General and Administration Department,False,"6 New Secretariat, Muzaffarabad, Azad Kashmir",In kind,"Return flights and airport transfers for me and a family member and accommodation for me, a family member and a member of staff",2300.00,False,,,,,Jawad Sohrabs,True,,In kind,Accommodation for myself and two members of staff in Islamabad,750.00,False,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1757
3202,,International visit between 17 November 2023 and 20 November 2023,2023-11-30,2023-12-17,,Visits outside the UK,Layla Moran,4656,,Bahrain,Manama,Participation at the IISS Manama Dialogue (Regional Security Summit).,17/11/2023,20/11/2023,,,The International Institute for Strategic Studies,False,"Arundel House, 6 Temple Place, London WC2R 2PG",In kind,Flights and accommodation,3423.74,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3202
3434,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,2024-01-05,2023-12-17,,Visits outside the UK,Kerry McCarthy,1491,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3434
3320,,International visit to Netherlands between 10 January 2024 and 11 January 2024,2024-01-18,2023-12-17,,Visits outside the UK,Jeremy Corbyn,185,,Netherlands,The Hague,To be present at the South African submission accusing Israel of Genocide to the International Court of Justice.,10/01/2024,11/01/2024,,,Progressive International,False,"71-75 Shelton Street, London WC2H 9JQ",In kind,Travel (£258) and accommodation for one night (£179.02),437.02,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3320
