public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/25370,Brendan O'Hara,2022-05-16,8,Miscellaneous,"From 26 April 2021, a Director of the Westminster Foundation for Democracy. This is an unpaid role. (Registered 19 May 2021)",the Westminster Foundation for Democracy,
uk.org.publicwhip/person/25370,Brendan O'Hara,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Catherine O'Hara, as full time Office Manager. (Registered 19 January 2016; updated 08 October 2020)",,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys:",,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,1,Employment and earnings,Payment of £275 expected for a survey on 27 July 2021. Hours: 75 mins. Fee to be paid direct to charity. (Registered 24 August 2021),,275
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,1,Employment and earnings,"Payment of £150 expected from CM Monitor (BritainThinks) Ltd (trading as Britain Thinks for The City UK), Metherell Gard, Morval, Looe PL13 1PN, for a research interview on 10 August 2021. Hours 30 mins. Fee to be paid direct to charity. (Registered 24 August 2021)","CM Monitor; Metherell Gard, Morval",150
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,1,Employment and earnings,"Payment of £120 expected from YouGov, 50 Featherstone St, London EC1Y 8RT, for a survey on 22 July 2021. Hours: 30 mins. Fee to be paid direct to charity. (Registered 24 August 2021)",YouGov,120
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",,,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Association of Marshall Scholars,,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 2 September 2016, a house in Northumberland: (i). (Registered 02 November 2016)",,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Holiday apartment in Portugal, which became registrable from 2 September 2016: (i). (Registered 07 November 2016)",,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,8,Miscellaneous,Chartered engineer (non-practising).,,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,8,Miscellaneous,"From 15 December 2015, Honorary Vice President of ACTSA (Action for South Africa). (Registered 17 December 2015)",ACTSA (Action for South Africa,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,8,Miscellaneous,"From 6 July 2016, Director of the Foundation for Science & Technology. (Registered 12 August 2016)",the Foundation for Science & Technology,
uk.org.publicwhip/person/24807,Chi Onwurah,2022-05-16,8,Miscellaneous,"From 4 August 2020, Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport. (Registered 23 November 2020)",the Board of the Hamilton Commission; the Royal Academy of Engineering,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Fergusons Transport Ltd,Fergusons Transport Ltd,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Gary Lydiate,,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: London and Northern Dining Club,Northern Dining Club,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Essity UK Ltd,,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,8,Miscellaneous,Barrister; non-practising since 5 May 2010. (Updated 20 August 2013),,
uk.org.publicwhip/person/24962,Guy Opperman,2022-05-16,8,Miscellaneous,"Investment of start up capital in Atom Bank, currently registered as Crossco 1337 plc. (Registered 13 May 2014)",Atom Bank; Crossco 1337 plc,
uk.org.publicwhip/person/25846,Abena Oppong-Asare,2022-05-16,1,Employment and earnings,"18 June 2021, received £400 from Grazia, 114 Johnston Lane, Annandale NSW 2038, for delivering two seminars, on 9 March 2021 for Grazia and Bain & Company, and on 26 April 2021 for Grazia and UBS. Hours: 3 hrs in total. (Registered 22 July 2021)",Annandale NSW 2038; Bain & Company; UBS,400
uk.org.publicwhip/person/25846,Abena Oppong-Asare,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Centre for Turkey Studies and Development Ltd,,
uk.org.publicwhip/person/25846,Abena Oppong-Asare,2022-05-16,4,Visits outside the UK,Name of donor: GUBA Foundation,GUBA Foundation,
uk.org.publicwhip/person/25365,Kate Osamor,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my son, Ish Osamor, as Senior Communications Officer. (Registered 18 April 2016)",Senior Communications Officer,
uk.org.publicwhip/person/25794,Kate Osborne,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Until 22 September 2021, part owner of a flat in Kent: (i). (Registered 06 January 2020; updated 13 December 2021)",,
uk.org.publicwhip/person/25294,Kirsten Oswald,2022-05-16,8,Miscellaneous,Business Convenor SNP (Chair). (Registered 08 January 2020),,
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,1,Employment and earnings,"From 5 June 2021 until further notice, Locum Pharmacist for Tesco, Shire Park, Kestrel Way, Welwyn Garden City AL7 1GA. I work shifts on an ad hoc basis as required. (Registered 07 June 2021)",Tesco,
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,1,Employment and earnings,"9 July 2021, received £159. Hours: 7 hrs. (Registered 14 July 2021)",,159
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,1,Employment and earnings,"16 July 2021, received £159. Hours: 7 hrs. (Registered 23 July 2021)",,159
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Afrika Connekt Ltd; a clothing company. (Registered 07 January 2020),Afrika Connekt Ltd,
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,8,Miscellaneous,Unpaid director of Afrika Connekt Ltd; a clothing company. (Registered 07 January 2020),Afrika Connekt Ltd,
uk.org.publicwhip/person/25915,Taiwo Owatemi,2022-05-16,8,Miscellaneous,"From 24 April 2021, pharmacist registered with the General Pharmaceutical Council. (Registered 21 May 2021)",the General Pharmaceutical Council,
uk.org.publicwhip/person/25823,Sarah Owen,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Cargo Solutions Ltd,Cargo Solutions Ltd,
uk.org.publicwhip/person/25823,Sarah Owen,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Centre for Turkey Studies and Development ltd,,
uk.org.publicwhip/person/25823,Sarah Owen,2022-05-16,8,Miscellaneous,"Chair of East and South East Asians for Labour, unpaid. (Registered 09 January 2020; updated 04 March 2021)",Labour,
uk.org.publicwhip/person/25823,Sarah Owen,2022-05-16,8,Miscellaneous,"From 14 September 2020, Vice Chair of the HOPE not Hate Parliamentary Group, an anti-racism campaign organisation. This is an unpaid position. (Registered 15 October 2020)",,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: The Royal and Ancient Golf Club,The Royal and Ancient Golf Club,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Motorsport UK,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Motorsport UK,,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,8,Miscellaneous,"From 19 July 2016, unpaid chair of charitable trust established by JTI/Gallaher to support job creation and skills development in Ballymena. (Registered 25 July 2016)",JTI/Gallaher; Ballymena,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,8,Miscellaneous,Since 30 April 2021 I have co-ordinated crowdfunding for a legal action by businesses and employers to challenge the Northern Ireland Protocol. (Registered 18 June 2021),,
uk.org.publicwhip/person/13852,Ian Paisley Jnr,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Fiona Paisley, as part time Administrative Assistant. (Registered 12 April 2017)",,
uk.org.publicwhip/person/24778,Priti Patel,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Andurand Ventures Ltd,Andurand Ventures Ltd,
uk.org.publicwhip/person/24778,Priti Patel,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Arvid Herluf Lennart Fredrik Trolle,,
uk.org.publicwhip/person/24778,Priti Patel,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Stewart Edward Murray Higginson,,
uk.org.publicwhip/person/24880,Mark Pawsey,2022-05-16,1,Employment and earnings,"From 1 April 2020, Chairman of the Foodservice Packaging Association, B7 Elmbridge Court, Cheltenham Road East, Gloucester GL3 1JZ. I receive a director's fee of £2,500 per calendar month. Hours: up to 32 hrs per month. (Registered 03 April 2020)",the Foodservice Packaging Association; B7 Elmbridge Court,"2,500"
uk.org.publicwhip/person/24880,Mark Pawsey,2022-05-16,4,Visits outside the UK,Name of donor: Parliament of Georgia,Parliament,
uk.org.publicwhip/person/24880,Mark Pawsey,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Commercial property in Rugby: (i) and (ii). (Registered 04 December 2014),,
uk.org.publicwhip/person/24880,Mark Pawsey,2022-05-16,8,Miscellaneous,"Director of the Policy Research Unit, a not-for-profit pooled research service which assists Conservative MPs with their Parliamentary duties. This is an unpaid role. (Registered 05 November 2020)",the Policy Research Unit,
uk.org.publicwhip/person/25617,Stephanie Peacock,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Cadent Gas,,
uk.org.publicwhip/person/25617,Stephanie Peacock,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Association of Electricity Producers Ltd (trading as Energy UK),Association of Electricity Producers Ltd; Energy,
uk.org.publicwhip/person/25617,Stephanie Peacock,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Cranswick PLC,Cranswick PLC,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"From 1 September 2019, a Non-Executive Director of JT Consultancy Ltd, Collingdon Street. Luton LU1 1RX. Until further notice, I will receive a monthly salary of £2,916. Hours: 10 hrs per calendar month. (Registered 02 September 2019)",Non-Executive; JT Consultancy Ltd,"2,916"
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys:",,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"6 September 2021, received £275. Hours: 50 mins. (Registered 08 October 2021)",,275
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"13 January 2022, received £225. Hours: 25 mins. (Registered 20 January 2022)",,225
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"From 1 December 2020, a Non-Executive Director of Law Abroad Ltd, a legal company operating in the UK and abroad. Address: 79 Marlowes, Hemel Hempstead HP1 1LF.  Until further notice, I will receive a monthly salary of £750 for providing lay advice to the Chairman and the Board of Directors. Hours: 1.5 hrs per calendar month. (Registered 16 December 2020)",Non-Executive; Law Abroad Ltd; the Board of Directors,750
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"Payments from Savanta ComRes, 54 Bermondsey St, London SE1 3UD, for surveys:",Savanta ComRes,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"4 March 2021, received £75 for a survey completed on 17 February 2021. Hours: 25 mins. (Registered 16 July 2021)",,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"8 April 2021, received £75 for a survey completed on 17 March 2021. Hours: 25 mins. (Registered 16 July 2021)",,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"5 May 2021, received £75 for a survey completed on 1 April 2021. Hours: 25 mins. (Registered 16 July 2021)",,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"25 June 2021, received £75 for a survey completed on 19 May 2021. Hours: 25 mins. (Registered 16 July 2021)",,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 14 June 2021. Hours: 25 mins. (Registered 16 July 2021),,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"27 September 2021, received £100 for a survey completed on 27 July 2021. Hours: 25 mins. (Registered 18 November 2021)",,100
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"2 November 2021, received £75 for a survey completed on 20 October 2021. Hours: 25 mins. (Registered 18 November 2021)",,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 4 October 2021. Hours: 25 mins. (Registered 18 November 2021),,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 4 November 2021. Hours: 25 mins. (Registered 24 November 2021),,75
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"Payments from Yonder (previously Populus), Northburgh House, 10 Northburgh St, London EC1V 0AT, for completing opinion surveys:",Northburgh House,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"18 February 2021, payment of £50 for a survey completed in January 2021. Hours: 15 mins.  (Registered 18 November 2021)",,50
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"24 March 2021, payment of £50 for a survey completed on 1 March 2021. Hours: 15 mins.  (Registered 18 November 2021)",,50
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,"21 June 2021, payment of £50 for a survey completed on 1 May 2021. Hours: 10 mins.  (Registered 18 November 2021)",,50
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £50 expected for a survey completed on 11 May 2021. Hours: 10 mins (Registered 18 November 2021),,50
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £65 expected for a survey completed on 26 October 2021. Hours: 15 mins.  (Registered 18 November 2021),,65
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,1,Employment and earnings,Payment of £65 expected for a survey completed on 13 November 2021. Hours: 15 mins.  (Registered 18 November 2021),,65
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: JT Consultancy,,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,8,Miscellaneous,"From 1 August 2020, College Ambassador for the College of General Dentistry. This is an unpaid role. (Registered 03 July 2020; updated 13 August 2020)",the College of General Dentistry,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,8,Miscellaneous,"From 6 August 2020, Vice President of Care after Combat, a charity providing professional assistance for the well-being of veterans and their families. This is an unpaid role. (Registered 10 August 2020; updated 13 August 2020)",Care; Combat,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,8,Miscellaneous,"From 2 March 2022, Vice Chair of the Conservative Party with responsibility for candidates. This is an unpaid role. (Registered 04 March 2022)",the Conservative Party,
uk.org.publicwhip/person/11626,Mike Penning,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Angela C Penning, as Office Manager.",,
uk.org.publicwhip/person/11924,John Penrose,2022-05-16,1,Employment and earnings,"18 January 2022, received £200 from the Daily Telegraph, 111 Buckingham Palace Rd, London SW1W 0DT, for an article published on 24 December 2021. Hours: 2 hrs. (Registered 31 January 2022)",the Daily Telegraph,200
uk.org.publicwhip/person/11924,John Penrose,2022-05-16,8,Miscellaneous,"From 14 December 2015, Member of Priory Multi-Academy Trust, Western Super Mare. (Registered 07 January 2016)",Priory Multi-Academy Trust; Western Super Mare,
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"Payments from Ipsos Mori, 79-81 Borough Road, London SE1 1FY, for completing opinion surveys:",,
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"2 August 2021, payment of £275. Hours: 1 hr 10 mins. Fee paid to local good cause. (Registered 02 August 2021)",,275
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"12 January 2022, payment of £225. Hours: 1 hr. Fee donated to local good cause. (Registered 07 February 2022)",,225
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"Payments from Savanta ComRes, 3 Melville Street, Edinburgh EH3 7PE, for completing opinion surveys:",Savanta ComRes,
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"23 June 2021, payment of £75. Hours: approx. 30 mins. Fee paid direct to local charity. (Registered 23 June 2021)",,75
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"From 20 June 2019 until 20 April 2021, member of the Advisory Board for Cumberland Strategies, formerly Maple Leaf Strategies, a government relations and public opinion research company, of 151 Bloor Street W, Suite 455, Toronto, Ontario, Canada, M5S 1S4. I provided strategic advice particularly on UK/EU relations, politics and trade policy, and support business growth. I received 900USD (about £710) each month, paid quarterly, and commission on any business referrals. Hours: no more than 8 hrs a month. (Registered 28 June 2019; updated 12 November 2020 and 18 May 2021)",the Advisory Board for Cumberland Strategies; Maple Leaf Strategies,about £710
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,1,Employment and earnings,"From 12 April 2021 until 7 November 2021, member of the Advisory Board of Iogen Corporation (Canada), a Canadian clean energy company. Address: 310 Hunt Club Rd. East Suite 101, Ottawa, Ontario K1V 1C1. For providing strategic advice on UK/Canada/EU policy issues, I received £3,000 per month. Hours: approx. 6 hours per month. (Registered 08 June 2021; updated 09 November 2021)",the Advisory Board of Iogen Corporation; UK/Canada,"3,000"
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,4,Visits outside the UK,"Name of donor: Ministry of Foreign Affairs, Qatar",Ministry of Foreign Affairs,
uk.org.publicwhip/person/24832,Andrew Percy,2022-05-16,8,Miscellaneous,"From 17 January 2020, member of the Town Fund Board for Goole. This is an unpaid role. (Registered 04 February 2020)",the Town Fund Board for Goole,
uk.org.publicwhip/person/24845,Toby Perkins,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Entain Operations Ltd,Entain Operations Ltd,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"Payments received via United Agents, Lexington House, 12-26 Lexington St, Soho, London W1F 0LE:",United Agents,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"23 April 2021, received £16,572.06 from Simon and Schuster UK Ltd, 1st Floor, 222 Gray's Inn Road, London WC1X 8HB, as second payment for writing a book. Hours: approx. 100 hrs between August 2020 and January 2021. (Registered 28 June 2021)",1st Floor; Gray,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"30 July 2021, received £11,425 from Simon and Schuster UK Ltd, 1st Floor, 222 Gray's Inn Road, London WC1X 8HB, as third payment for writing a book. Hours: no additional hours. (Registered 31 August 2021)",Schuster UK Ltd; 1st Floor; Gray,"11,425"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"8 December 2021, received £615 from Hoxton Minipress, 10 Coldbath Square, London EC1R 5HL, for writing an introduction to a book. Hours: 2 hrs. (Registered 10 December 2021)",Hoxton Minipress,615
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"28 January 2022, received £2,652 from Audio Always, MediaCityUK, Tomorrow, Broadway, Manchester, Salford M50 2AB, for the recording of a weekly podcast over fifteen weeks. Hours: 15 hrs. (Registered 01 March 2022)",Salford M50 2AB,"2,652"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"6 April 2022, received £372.47 from Octopus Publishing, Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ, as royalties for a book. Hours: no additional hours. (Registered 07 April 2022)",Octopus Publishing; Carmelite House,372.47
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"22 April 2022, received £12,300 from Simon and Schuster UK Ltd, 1st Floor, 222 Gray's Inn Road, London WC1X 8HB, as fourth payment for writing a book on publication of paperback. Hours: no additional hours. (Registered 26 April 2022)",Schuster UK Ltd; 1st Floor; Gray,"12,300"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"From 27 March 2020, weekly column for Independent Digital, 2 Derry Street, London W8 5HF:",Independent Digital,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"8 December 2020, received £3,080 for eleven columns. Hours: 11 hrs. (Registered 16 February 2021)",,"3,080"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"23 December 2020, received £5,600 for twenty columns. Hours: 20 hrs. (Registered 16 February 2021)",,"5,600"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"15 February 2021, received £560 for two columns. Hours: 2 hrs. (Registered 25 June 2021)",,560
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"1 March 2021, received £560 for two columns. Hours: 2 hrs. (Registered 25 June 2021)",,560
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"16 March 2021, received £560 for two columns. Hours: 2 hrs. (Registered 25 June 2021)",,560
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"10 May 2021, received £1,120 for four columns. Hours: 4 hrs. (Registered 25 June 2021)",,"1,120"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"19 July 2021, received £840 for three columns. Hours: 3 hrs. (Registered 31 August 2021)",,840
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"3 August 2021, received £280 for a column. Hours: 1 hr. (Registered 31 August 2021)",,280
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"13 August 2021, received £560 for two columns. Hours: 2 hrs. (Registered 31 August 2021)",,560
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"16 September 2021, received £280 for a column. Hours: 1 hr. (Registered 08 November 2021)",,280
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"28 September 2021, received £280 for a column. Hours: 1 hr. (Registered 08 November 2021)",,280
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"15 October 2021, received £1,120 for four columns. Hours: 4 hrs. (Registered 08 November 2021)",,"1,120"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"28 October 2021, received £560 for two columns. Hours: 2 hrs. (Registered 08 November 2021)",,560
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"From 1 November 2021 until further notice, I will receive £280 a week for writing a regular column. Hours: 1 hr per week.  (Registered 08 November 2021)",,280
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"9 March 2021, received £360 from the Telegraph, 111 Buckingham Palace Road, London SW1W 0DT, for writing an article. Hours: 1 hr. (Registered 10 May 2021)",Telegraph,360
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"22 April 2021, received £500 from 5x15, 1 Aldridge Road, London W11 1BL, for speaking at an event. Hours: 1 hr. (Registered 10 May 2021)",,500
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"29 July 2021, received £1,500 from HSBC, 1 Centenary Square, Birmingham B1 1HQ, for speaking at an event. Hours: 1 hr. (Registered 31 August 2021)",HSBC,"1,500"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"5 August 2020, received £720 from the Guardian, Kings Place, 90 York Way, London N1 9GU, for writing a review. Hours: 2 hrs. (Registered 31 August 2021)",Guardian; 9GU,720
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"21 September 2021, received £350 from the Wimbledon Book Festival, 35 Wimbledon Hill Rd, London SW19 7NB, for speaking at the festival. Hours: 2 hrs. (Registered 18 October 2021)",,350
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"23 November 2021, received £1,054 from Sutton Coldfield Town Hall, Upper Clifton Road, Sutton Coldfield B73 6DA, for speaking at an event. Hours: 3 hrs. (Registered 10 December 2021)",Upper Clifton Road,"1,054"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"24 November 2021, received £400 from the New Statesman, Standard House, 12-13 Essex Street, London WC2R 3AA, for an article. Hours: 1 hr. (Registered 10 December 2021)",Standard House,400
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"7 January 2022, received £422.82 from Pound Project, 96 Rowheath Rd, Cotteridge, Birmingham B30 2EX, for Christmas re-release of previously written essay. Hours: no additional hours. (Registered 18 January 2022)",Pound Project,422.82
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"23 December 2021, received £15,000 from Hat Trick Productions, 33 Oval Rd, London NW1 7EA, for presenting Have I Got News for You. Hours: 12 hrs. (Registered 20 January 2022)",Hat Trick Productions,"15,000"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"28 February 2022, received £300 from Loftus Media, 2A Aldine Street, London W12 8AN, for undertaking a podcast and live show as part of Coventry City of Culture events. Hours: 2 hrs. (Registered 23 March 2022)",,300
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,1,Employment and earnings,"3 May 2022, received £1,000 from Bournemouth University, Fern Barrow, Poole BH12 5BB, for undertaking a lecture. Hours: 2 hrs. (Registered 03 May 2022)",Bournemouth University,"1,000"
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Baroness Denise Kingsmill,,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Google,,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: GQ (Conde Nast),GQ; Conde Nast,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",,,
uk.org.publicwhip/person/25364,Jess Phillips,2022-05-16,8,Miscellaneous,"From 16 March 2022, a trustee of the Stacy Wanjiku Welfare Trust. Having raised money for the education and welfare of Stacey Wanjiru I am a trustee of the fund. Stacey is the daughter of Agnes Wanjiru a Kenyan woman murdered in 2012 in a case linked to British Armed Forces. This is an unpaid role. (Registered 24 March 2022)",the Stacy Wanjiku Welfare Trust; British Armed Forces,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"Payments from Savanta ComRes, 3 Melville Street, Edinburgh EH3 7PE, for completing opinion surveys. All fees paid direct to Houghton and Sunderland South Constituency Labour Party:",Savanta ComRes; Sunderland South Constituency Labour Party,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 23 January 2021. Hours. 20 mins. (Registered 05 July 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 16 February 2021. Hours. 20 mins. (Registered 05 July 2021),,75
