ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,VisitLocations_Country_3,VisitLocations_Destination_3
12006,International visit to Zimbabwe between 15 February 2025 and 21 February 2025,,2025-03-13,2025-03-13,,Visits outside the UK,5065,Rachel Taylor,Zimbabwe,"Harare, Hatcliff, Mutare and Chinhoyi,","Overseas visit to Zimbabwe to see UK Development Projects ""in action"" and meet with development experts and partners",2025-02-15,2025-02-21,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Visa (£43.25), flights and travel (£2182.98), food and refreshments (£131.90), accommodation (£711.67)",3199.80,True,https://interests-api.parliament.uk/api/v1/Interests/12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,International visit to Taiwan between 14 February 2025 and 22 February 2025,,2025-03-13,2025-03-13,,Visits outside the UK,4785,Dr Ben Spencer,Taiwan,,"Strengthening UK - Taiwanese relations and engagement with Taiwanese leadership, including visits and meetings linked to my role as Shadow DSIT Minister of State.",2025-02-14,2025-02-22,British-Taiwanese All-Party Parliamentary Group,Taiwan’s Ministry of Foreign Affairs,False,"2, Ketagalan Blvd, Zhongzheng Dist, Taipei City 100202, Taiwan",In kind,"Flights (£5325), accommodation (£1404), food and hospitality (£605), transport in Taiwan (£300)",7634.00,True,https://interests-api.parliament.uk/api/v1/Interests/12005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11993,International visit to Zimbabwe between 17 February 2025 and 21 February 2025,,2025-03-11,2025-03-11,,Visits outside the UK,5168,Adam Jogee,Zimbabwe,,"As part of a delegation of MPs (from constituencies across the United Kingdom) to see UK Development programmes ‘in-action’ and meet with development experts, partners and elected representatives.",2025-02-17,2025-02-21,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Visa (£43.25), flights and travel (£1636.76), accommodation	(£711.67), food and refreshments (£131.90)",2653.58,True,https://interests-api.parliament.uk/api/v1/Interests/11993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11995,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-03-11,2025-03-11,,Visits outside the UK,4066,Priti Patel,Germany,Munich,"Attendance at the Munich Security Conference in capacity as Shadow Secretary of State for Foreign, Commonwealth and Development Affairs, to attend and take part in meetings and discussions. (A CCHQ political adviser accompanied me on this trip.)",2025-02-13,2025-02-16,,Munich Security Conference,False,"Karolinenplatz 3, 80333 München, Germany",In kind,"Complimentary airport transfer service for me and a Conservative Party adviser on Thursday 13 February 2025 (Airport-Hotel) and on Sunday 16 February 2025 (Hotel-Airport), approx",420.00,False,https://interests-api.parliament.uk/api/v1/Interests/11995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11973,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-03-10,2025-03-10,,Visits outside the UK,4813,Mr Richard Holden,Israel,,Fact finding political delegation to Israel and Occupied Territory,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation, security, internal transportation and meals",3200.00,True,https://interests-api.parliament.uk/api/v1/Interests/11973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,International visit to Ukraine between 17 February 2025 and 22 February 2025,,2025-03-10,2025-03-10,,Visits outside the UK,5348,David Taylor,Ukraine,"Lviv,  Kyiv","To meet Ukrainian Ministers, Members of Parliament, educational institutions and business to increase UK-Ukrainian relations and to pay tribute at the Wall of the Fallen on the 3rd Anniversary of the Russian invasion. The visit was organised around the anniversary and the Ukraine-UK 100 year Partnership Agreement.",2025-02-17,2025-02-22,,Fincordtech Management,False,"98 Mykhaila Hrushevskoho Stret, Kyiv 01021 Ukraine",In kind,"Flights (from UK to Poland and Moldova to UK), taxis and trains between countries, accommodation in Kyiv and meals during the visit for me and a member of staff",5680.00,False,https://interests-api.parliament.uk/api/v1/Interests/11964,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moldova,
11965,International visit to Ukraine between 17 February 2025 and 22 February 2025,,2025-03-07,2025-03-07,,Visits outside the UK,5128,Phil Brickell,Ukraine,,"The visit was dedicated to the Ukraine-UK 100 Year Partnership Agreement, and involved briefings with state officials, civil society, scientific institutions and business on economic, security, anticorruption and sanctions issues.",2025-02-17,2025-02-22,,Fincordtech Management,False,"9B Mykhaila Hrushevskoho Street, Kyiv, 01021 Ukraine",In kind,"International travel, accommodation, and meals (value is approximate)",2840.00,True,https://interests-api.parliament.uk/api/v1/Interests/11965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5071,Paul Waugh,Israel,Occupied Palestinian Territories,"To meet victims of violence in Israel and the West Bank and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11959,International visit to France between 18 February 2025 and 19 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5064,Steve Race,France,Paris,To visit Paris as Co-Chair of the All-Party Parliamentary Group on Nutrition for Development for meetings with French Parliamentarians and partners ahead of the 2025 Paris Nutrition for Growth Summit.,2025-02-18,2025-02-19,,United Against Malnutrition and Hunger,False,"Alliance to End Malnutrition and Hunger Limited, 71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"Travel (£218), accommodation (£170), food and in-country expenses (£67)",455.00,True,https://interests-api.parliament.uk/api/v1/Interests/11959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11953,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5240,Melanie Ward,Germany,Munich,Attendance at the Munich Security Conference as part of the Women Parliamentarians Programme.,2025-02-13,2025-02-16,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,"Conference attendance, accommodation and some meals",681.00,True,https://interests-api.parliament.uk/api/v1/Interests/11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11939,International visit to Albania between 30 January 2025 and 03 February 2025,,2025-03-05,2025-03-05,,Visits outside the UK,1447,Andrew Rosindell,Albania,,The visit was organised and hosted by the Albanian Conservative Institute in order to meet with representatives of the Democratic Party who are both the official opposition and the sister party to the UK Conservative Party.,2025-01-30,2025-02-03,,Albanian Conservative Institute,False,"Kompleksi Delijorgji, Godina BB1, Bulevardi Gjergj Fishta, 1001, Tiranë",In kind,"Return flights UK/Albania (250 euros),  4 nights accommodation  @ 80 euros per night (320 euros), subsistence and transfers (230 euros)",700.00,True,https://interests-api.parliament.uk/api/v1/Interests/11939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,International visit to Taiwan between 15 February 2025 and 22 February 2025,,2025-03-05,2025-03-05,,Visits outside the UK,4267,Sarah Champion,Taiwan,,To lead an APPG Taiwan cross party delegation as Co-Chair of the APPG,2025-02-15,2025-02-22,APP Taiwan,MOFA Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£4,130), hotel (approx. £1,404), local transportation (approx £552) and food (approx. £861) (the costs are for me and my partner)",6947.00,False,https://interests-api.parliament.uk/api/v1/Interests/11950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11918,International visit to United States between 22 February 2025 and 25 February 2025,,2025-03-03,2025-03-04,,Visits outside the UK,5010,Damien Egan,United States,Washington DC,Delegation to Washington DC.  Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-25,,Labour Friends of Israel Ltd,False,"BM LFI, London WC1N 2XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11926,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-04,2025-03-04,,Visits outside the UK,5322,Mr Will Forster,Israel,,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11926,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11903,International visit to United States between 22 February 2025 and 26 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,1521,Mrs Sharon Hodgson,United States,Washington D.C.,Delegation to Washington DC. Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-26,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation, and meals (value £2,500)",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11905,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,5078,Pippa Heylings,Israel,Occupied Palestinian Territories,"To meet victims of violence in Israel and the West Bank, and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,International visit to Falkland Islands between 16 February 2025 and 22 February 2025,,2025-03-01,2025-03-03,,Visits outside the UK,5280,Seamus Logan,Falkland Islands,"Stanley, Goose Green, San Carlos, RAF Mt Pleasant",To develop a better understanding of issues affecting the Falkland Islands,2025-02-16,2025-02-22,,Falkland Islands Government,False,"C/O 14, Broadway, London SW1 0BH",In kind,"Flights (£1,572.00), accommodation (£636.00), UK taxis (£390.80), Falkland Islands transport (£218.68), meals (£235.28), wreaths (£28.08), insurance (£25.00), Wi-Fi access (£56.00), gifts (£37.30), museum (£5.00)",3204.14,True,https://interests-api.parliament.uk/api/v1/Interests/11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11904,International visit to United States between 22 February 2025 and 25 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,5112,Luke Akehurst,United States,Washington DC,Delegation to Washington DC. Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-25,,Labour Friends of Israel Ltd,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11691,International visit to United States between 14 January 2025 and 16 January 2025,,2025-02-26,2025-03-03,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington DC,To attend a dinner on internal policy hosted by Todd Ricketts,2025-01-14,2025-01-16,,Todd Ricketts,True,,In kind,"Flights (£9,539.87) and transport (£457)",9996.87,True,https://interests-api.parliament.uk/api/v1/Interests/11691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11907,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,345,Sir Edward Leigh,Israel,,"To meet victims of violence in Israel and the West Bank, and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11907,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11896,International visit to United States between 01 February 2025 and 06 February 2025,,2025-02-28,2025-02-28,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington DC,"To speak at a dinner hosted by the University of Notre Dame, Australia",2025-02-01,2025-02-06,,The University of Notre Dame Australia,False,"19 Mouat Street, Freemantle, Western Australia 6959, Australia",In kind,"Flights (£2,865) and accommodation (£1,598.31)",4463.31,True,https://interests-api.parliament.uk/api/v1/Interests/11896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11868,International visit to United States between 02 February 2025 and 05 February 2025,,2025-02-28,2025-02-28,,Visits outside the UK,4371,Brendan O'Hara,United States,Washington DC,Attendance and participation at the IRF Summit which brings together a broad coalition of partners that passionately supports religious freedom or belief around the globe.,2025-02-02,2025-02-05,"APPG on International Law, Justice & Accountability","The FORB Foundation, Matthew Jones, Secretariat to APPG FoRB",False,"3 Thronbury Close, Merthyr Tydfil CF48 1HP",In kind,"Accommodation (£315), flights (£849.92) and free ticket entry to IRF Summit",1164.92,True,https://interests-api.parliament.uk/api/v1/Interests/11868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11882,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,4844,Matt Vickers,Israel,,Fact finding political delegation,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd,False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",3200.00,True,https://interests-api.parliament.uk/api/v1/Interests/11882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11889,International visit to France between 17 February 2025 and 18 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,1512,David Mundell,France,Paris,To visit Paris as Co-Chair of the All-Party Parliamentary Group on Nutrition for Development for meetings with French Parliamentarians and partners ahead of the 2025 Paris Nutrition for Growth Summit.,2025-02-17,2025-02-18,Nutrition for Development,United Against Malnutrition and Hunger,False,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"Flight and Eurostar (£450), accommodation (£500), food and in-country expenses (£5)",955.00,True,https://interests-api.parliament.uk/api/v1/Interests/11889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,5108,Sam Rushworth,Israel,"Jerusalem, Nova Festival Site",To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Yachad, Star House 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11895,Palestine,"Hebron, Ramallah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11884,International visit to Belgium between 06 December 2024 and 07 December 2024,,2025-02-26,2025-02-26,,Visits outside the UK,5265,James MacCleary,Belgium,Brussels,Speaking in my capacity as Liberal Democrat Europe Spokesperson at the EDP Congress,2024-12-06,2024-12-07,,European Democratic Party,False,"Rue Montoyer 25, 1000 Brussels, Belgium",In kind,Travel and accommodation,432.02,True,https://interests-api.parliament.uk/api/v1/Interests/11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11690,International visit to Taiwan between 11 January 2025 and 14 January 2025,,2025-02-26,2025-02-26,,Visits outside the UK,4462,Tom Tugendhat,Taiwan,Taipei City,Meeting with parliamentarians to discuss national security issues,2025-01-11,2025-01-14,,Taiwan Ministry of Foreign Affairs,False,"2 Ketagalan Boulevard, Zhongzheng District, Taipei City, 100202, Taiwan",In kind,"Flights (£3,808), accommodation (£861), meals (£428) and transport (£200) for me and a member of staff",5297.00,False,https://interests-api.parliament.uk/api/v1/Interests/11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11883,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-02-26,2025-02-26,,Visits outside the UK,4608,John Lamont,Israel,Tel Aviv and Jerusalem,Fact finding political delegation,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality for a trip to Israel",3200.00,False,https://interests-api.parliament.uk/api/v1/Interests/11883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11865,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-02-25,2025-02-25,,Visits outside the UK,5341,Laura Kyrke-Smith,Germany,Munich,Attending MSC 2025 as a Member of the MSC Women Parliamentarians Program,2025-02-13,2025-02-16,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,Accommodation (incl. breakfast) and one dinner,678.00,True,https://interests-api.parliament.uk/api/v1/Interests/11865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11747,International visit to Colombia between 21 October 2024 and 28 October 2024,,2025-02-03,2025-02-25,,Visits outside the UK,5078,Pippa Heylings,Colombia,Cali,"Cross-Party MP Delegation to the United Nations Conference on Biodiversity COP16 in Cali, Colombia",2024-10-21,2024-10-28,International Conservation,International Conservation Caucus Foundation,False,"71-75 Shelton Street, Covent Garden, London 
WC2H 9JQ",In kind,"Flights (£1225)
Accommodation (£515)",1740.00,True,https://interests-api.parliament.uk/api/v1/Interests/11747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11748,International visit to Azerbaijan between 17 November 2024 and 22 November 2024,,2025-02-03,2025-02-25,,Visits outside the UK,5078,Pippa Heylings,Azerbaijan,Baku,Liberal Democrat Spokesperson for Energy Security and Net Zero as member of cross-party MP delegation to United Nations Conference on Climate Change COP29 in Baku,2024-11-17,2024-11-22,,Adam Management Holdings,False,"One Canada Square Canary Wharf,
London 
E14 5AA",In kind,"Flights (£1800)
Accommodation (£800)",2600.00,True,https://interests-api.parliament.uk/api/v1/Interests/11748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11861,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-02-24,2025-02-24,,Visits outside the UK,5188,Tracy Gilbert,Israel,OPTs,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836,International visit to Albania between 31 January 2025 and 02 February 2025,,2025-02-19,2025-02-19,,Visits outside the UK,3957,Martin Vickers,Albania,Tirana,"Meetings with politicians, business leaders, academics and media representatives to discuss current political and economic situation",2025-01-31,2025-02-02,Albania and Kosovo,Albanian Conservative Institute,False,"Kompleksi Deliorgji, Godina BB1, Bulevardi Gjergi Fishta, Njesia Administrative nr.7, Kodi postal 1001, Tirana",In kind,"accommodation (£133), flights (£158) and hospitality (£75)",366.00,False,https://interests-api.parliament.uk/api/v1/Interests/11836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11811,International visit to Germany between 06 February 2025 and 09 February 2025,,2025-02-15,2025-02-17,,Visits outside the UK,5174,Fred Thomas,Germany,,Policy study visit to compare the political situations in the UK vs Germany.,2025-02-06,2025-02-09,,Progressive Britain,False,"Progressive Britain Ltd, New Derwent House, 69-73 Theobalds Road, London WC1X 8TA",In kind,"Flights, accommodation and meals",586.60,True,https://interests-api.parliament.uk/api/v1/Interests/11811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11808,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-14,2025-02-14,,Visits outside the UK,5326,Edward Morello,Jordan,,"Meetings with: HM King of Jordan, The Foreign Minister, House of Representatives Foreign Affairs Committee, Senate Foreign Affairs Committee, the Speaker of the House of Representatives,  Jordanian Military, UNRWA.",2025-01-17,2025-01-21,,Embassy of the Kingdom of Jordan,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"air fare (£850) accommodation, food and transport (£1,000)",1850.00,True,https://interests-api.parliament.uk/api/v1/Interests/11808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11786,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-14,2025-02-14,,Visits outside the UK,1536,Emily Thornberry,Jordan,,Invited by King Abdullah II bin Al-Hussein for meetings with the King and the Speaker of the House of Representatives; and field visits to UNRWA camp and school and to the Northern Border,2025-01-17,2025-01-21,,Jordanian House of Representatives,False,"Jordanian House of Representatives, King Hussein Street, Amman",In kind,"Flights: £850
Accommodation: £1,000",1850.00,True,https://interests-api.parliament.uk/api/v1/Interests/11786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11799,International visit to United States between 03 February 2025 and 06 February 2025,,2025-02-12,2025-02-13,,Visits outside the UK,4436,Cat Smith,United States,Washington DC,To meet with members of the US Congress & attend the US National Prayer Breakfast.,2025-02-03,2025-02-06,APPG on Christians in the Holy Land,Good Faith Partnership,False,"128B The Street, Rustington, Littlehampton BN16 3DA",In kind,"The cost of flights, accommodation and my ticket to the US National Prayer Breakfast events was met by the Good Faith Partnership",2101.41,True,https://interests-api.parliament.uk/api/v1/Interests/11799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11804,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-13,2025-02-13,,Visits outside the UK,39,Sir John Whittingdale,Jordan,,"Delegation to Amman, Jordan including meetings with the Speaker of the House of Representatives, HM King Abdullah II of Jordan, Ministers and Parliamentarians and a visit to Al Hussein UNWRA Refugee Camp",2025-01-17,2025-01-21,,Jordanian Embassy in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£850) accommodation, food and transport (£1,000)",1850.00,True,https://interests-api.parliament.uk/api/v1/Interests/11804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11802,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-13,2025-02-13,,Visits outside the UK,4651,Dan Carden,Jordan,,"Delegation to Amman, Jordan, including meetings with the Speaker of the House of Representatives, King Abdullah II, Ministers and parliamentarians.",2025-01-17,2025-01-21,,Jordanian Embassy in London,False,"6 Upper Philmore Gardens, London W8 7HA",In kind,"Flights (£900), accommodation, meals and transport (£1100)",2000.00,True,https://interests-api.parliament.uk/api/v1/Interests/11802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11793,International visit to United States between 17 January 2025 and 20 January 2025,,2025-02-12,2025-02-12,,Visits outside the UK,5091,Nigel Farage,United States,,Second inauguration of Donald Trump,2025-01-17,2025-01-20,,Christopher Harborne,True,,In kind,"Travel and accommodation with accompanying staff £27,616.76",27616.76,False,https://interests-api.parliament.uk/api/v1/Interests/11793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11792,International visit to United States between 14 December 2024 and 17 December 2024,,2025-02-12,2025-02-12,,Visits outside the UK,5091,Nigel Farage,United States,,Personal meeting,2024-12-14,2024-12-17,,George Cottrell,True,,In kind,Flight from Teterboro to Palm Beach,15276.72,True,https://interests-api.parliament.uk/api/v1/Interests/11792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11744,International visit to China between 05 January 2025 and 10 January 2025,,2025-02-12,2025-02-12,,Visits outside the UK,5185,Alan Gemmell,China,Beijing,"To lead a Great Britain China Centre delegation to Beijing. (The Great Britain China Centre is an executive non-departmental body of the Foreign, Commonwealth and Development Office.)",2025-01-05,2025-01-10,,Great Britain China Centre,False,"Kings Buildings, Smith Square, London SW1P 3HQ",In kind,"Flights: £2641
Visa: £310
Transport: £106
Accommodation and meals: £830",3887.00,True,https://interests-api.parliament.uk/api/v1/Interests/11744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11788,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-11,2025-02-11,,Visits outside the UK,415,Fabian Hamilton,Jordan,Amman,"Delegation to Amman, Jordan, to meet King Abdullah II of Jordan, Speakers of both Houses of Parliament, Foreign Minister and Chair and members of the Foreign Affairs Committee. Visit to border with Syria.",2025-01-17,2025-01-21,,Embassy of Jordan in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£850), accommodation (£800) and meals (£200)",1850.00,False,https://interests-api.parliament.uk/api/v1/Interests/11788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11782,International visit to United States between 27 January 2025 and 29 January 2025,,2025-02-09,2025-02-10,,Visits outside the UK,4475,Suella Braverman,United States,"Washington, DC",To deliver the annual Margaret Thatcher Freedom Lecture,2025-01-27,2025-01-29,,The Heritage Foundation,False,"214 Massachusetts Avenue, NE Washington, DC 20002 USA",In kind,"Return flights (£8815.90), 1 night's accommodation (£241.81) and airport transfers (£301)",9358.71,True,https://interests-api.parliament.uk/api/v1/Interests/11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11780,International visit to China between 05 January 2025 and 10 January 2025,,2025-02-08,2025-02-10,,Visits outside the UK,5067,Tony Vaughan,China,Beijing,To participate in a high level political dialogue with Chinese officials and acedemics on the UK-China bilateral relationship and on UK-China co-operation on global Artificial Intelligence regulation.,2025-01-05,2025-01-10,All Parliamentary China Group (which I Chair),Great Britain China Centre,False,"King's Building, 16 Smith Square, London SW1P 3HQ",In kind,"Flights (£2641), visa (£310), transport (£106), accommodation and meals (£830)",3887.00,False,https://interests-api.parliament.uk/api/v1/Interests/11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11761,International visit to Netherlands between 31 January 2025 and 02 February 2025,,2025-02-07,2025-02-07,,Visits outside the UK,185,Jeremy Corbyn,Netherlands,The Hague,The Inauguration of The Hague Group,2025-01-31,2025-02-02,,Progressive International (Services) Ltd,False,"71-75 Shelton St, London WC2 9JQ",In kind,"Travel (Train) Eur 171.78 + Eur 147.90 = Eur 319.68
Accommodation:  157.20 + Eur 177.24 = Eur 324.63 
(TOTAL SPEND = Euros 644.31)",589.96,True,https://interests-api.parliament.uk/api/v1/Interests/11761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11757,International visit to United States between 26 January 2025 and 01 February 2025,,2025-02-04,2025-02-05,,Visits outside the UK,4823,John Finucane,United States,,To brief the Irish diaspora in America,2025-01-26,2025-02-01,,Friends of Sinn Féin USA,False,"1212 Avenue of the Americas, 5th Floor, New York, NY 10036.",In kind,"Flights (£1887.51), accommodation (£622.46) stipend (£161.05)",2671.02,True,https://interests-api.parliament.uk/api/v1/Interests/11757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
